type,vertex1,vertex2,intensity, probability
1,1278,1284,0.5,0.8
1,1279,1280,0.25,0.8
1,1279,1281,0.5,0.8
1,1279,1282,0.5,0.8
1,1279,1283,0.25,0.8
1,1279,1284,0.5,0.8
1,1280,1281,0.5,0.8
1,1280,1282,0.5,0.8
1,1280,1283,0.25,0.8
1,1280,1284,0.5,0.8
1,1281,1282,1,0.8
1,1281,1283,0.5,0.8
1,1281,1284,1,0.8
1,1282,1283,0.5,0.8
1,1282,1284,1,0.8
1,1283,1284,0.5,0.8
1,1285,1286,0.25,0.8
1,1285,1287,0.5,0.8
1,1285,1288,0.5,0.8
1,1285,1289,0.5,0.8
1,1285,1290,0.25,0.8
1,1285,1291,0.5,0.8
1,1285,1285,0.25,0.8
1,1285,1286,0.25,0.8
1,1285,1287,0.5,0.8
1,1285,1288,0.5,0.8
1,1285,1289,0.5,0.8
1,1285,1290,0.25,0.8
1,1285,1291,0.5,0.8
1,1286,1287,0.5,0.8
1,1286,1288,0.5,0.8
1,1286,1289,0.5,0.8
1,1286,1290,0.25,0.8
1,1286,1291,0.5,0.8
1,1286,1285,0.25,0.8
1,1286,1286,0.25,0.8
1,1286,1287,0.5,0.8
1,1286,1288,0.5,0.8
1,1286,1289,0.5,0.8
1,1286,1290,0.25,0.8
1,1286,1291,0.5,0.8
1,1287,1288,1,0.8
1,1287,1289,1,0.8
1,1287,1290,0.5,0.8
1,1287,1291,1,0.8
1,1287,1285,0.5,0.8
1,1287,1286,0.5,0.8
1,1287,1287,1,0.8
1,1287,1288,1,0.8
1,1287,1289,1,0.8
1,1287,1290,0.5,0.8
1,1287,1291,1,0.8
1,1288,1289,1,0.8
1,1288,1290,0.5,0.8
1,1288,1291,1,0.8
1,1288,1285,0.5,0.8
1,1288,1286,0.5,0.8
1,1288,1287,1,0.8
1,1288,1288,1,0.8
1,1288,1289,1,0.8
1,1288,1290,0.5,0.8
1,1288,1291,1,0.8
1,1289,1290,0.5,0.8
1,1289,1291,1,0.8
1,1289,1285,0.5,0.8
1,1289,1286,0.5,0.8
1,1289,1287,1,0.8
1,1289,1288,1,0.8
1,1289,1289,1,0.8
1,1289,1290,0.5,0.8
1,1289,1291,1,0.8
1,1290,1291,0.5,0.8
1,1290,1285,0.25,0.8
1,1290,1286,0.25,0.8
1,1290,1287,0.5,0.8
1,1290,1288,0.5,0.8
1,1290,1289,0.5,0.8
1,1290,1290,0.25,0.8
1,1290,1291,0.5,0.8
1,1291,1285,0.5,0.8
1,1291,1286,0.5,0.8
1,1291,1287,1,0.8
1,1291,1288,1,0.8
1,1291,1289,1,0.8
1,1291,1290,0.5,0.8
1,1291,1291,1,0.8
1,1285,1286,0.25,0.8
1,1285,1287,0.5,0.8
1,1285,1288,0.5,0.8
1,1285,1289,0.5,0.8
1,1285,1290,0.25,0.8
1,1285,1291,0.5,0.8
1,1286,1287,0.5,0.8
1,1286,1288,0.5,0.8
1,1286,1289,0.5,0.8
1,1286,1290,0.25,0.8
1,1286,1291,0.5,0.8
1,1287,1288,1,0.8
1,1287,1289,1,0.8
1,1287,1290,0.5,0.8
1,1287,1291,1,0.8
1,1288,1289,1,0.8
1,1288,1290,0.5,0.8
1,1288,1291,1,0.8
1,1289,1290,0.5,0.8
1,1289,1291,1,0.8
1,1290,1291,0.5,0.8
1,1292,1293,0.25,0.8
1,1292,1294,0.25,0.8
1,1292,1295,0.5,0.8
1,1292,1296,0.5,0.8
1,1292,1297,0.25,0.8
1,1292,1298,0.25,0.8
1,1292,1292,0.25,0.8
1,1292,1293,0.25,0.8
1,1292,1294,0.25,0.8
1,1292,1295,0.5,0.8
1,1292,1296,0.5,0.8
1,1292,1297,0.25,0.8
1,1292,1298,0.25,0.8
1,1293,1294,0.25,0.8
1,1293,1295,0.5,0.8
1,1293,1296,0.5,0.8
1,1293,1297,0.25,0.8
1,1293,1298,0.25,0.8
1,1293,1292,0.25,0.8
1,1293,1293,0.25,0.8
1,1293,1294,0.25,0.8
1,1293,1295,0.5,0.8
1,1293,1296,0.5,0.8
1,1293,1297,0.25,0.8
1,1293,1298,0.25,0.8
1,1294,1295,0.5,0.8
1,1294,1296,0.5,0.8
1,1294,1297,0.25,0.8
1,1294,1298,0.25,0.8
1,1294,1292,0.25,0.8
1,1294,1293,0.25,0.8
1,1294,1294,0.25,0.8
1,1294,1295,0.5,0.8
1,1294,1296,0.5,0.8
1,1294,1297,0.25,0.8
1,1294,1298,0.25,0.8
1,1295,1296,1,0.8
1,1295,1297,0.5,0.8
1,1295,1298,0.5,0.8
1,1295,1292,0.5,0.8
1,1295,1293,0.5,0.8
1,1295,1294,0.5,0.8
1,1295,1295,1,0.8
1,1295,1296,1,0.8
1,1295,1297,0.5,0.8
1,1295,1298,0.5,0.8
1,1296,1297,0.5,0.8
1,1296,1298,0.5,0.8
1,1296,1292,0.5,0.8
1,1296,1293,0.5,0.8
1,1296,1294,0.5,0.8
1,1296,1295,1,0.8
1,1296,1296,1,0.8
1,1296,1297,0.5,0.8
1,1296,1298,0.5,0.8
1,1297,1298,0.25,0.8
1,1297,1292,0.25,0.8
1,1297,1293,0.25,0.8
1,1297,1294,0.25,0.8
1,1297,1295,0.5,0.8
1,1297,1296,0.5,0.8
1,1297,1297,0.25,0.8
1,1297,1298,0.25,0.8
1,1298,1292,0.25,0.8
1,1298,1293,0.25,0.8
1,1298,1294,0.25,0.8
1,1298,1295,0.5,0.8
1,1298,1296,0.5,0.8
1,1298,1297,0.25,0.8
1,1298,1298,0.25,0.8
1,1292,1293,0.25,0.8
1,1292,1294,0.25,0.8
1,1292,1295,0.5,0.8
1,1292,1296,0.5,0.8
1,1292,1297,0.25,0.8
1,1292,1298,0.25,0.8
1,1293,1294,0.25,0.8
1,1293,1295,0.5,0.8
1,1293,1296,0.5,0.8
1,1293,1297,0.25,0.8
1,1293,1298,0.25,0.8
1,1294,1295,0.5,0.8
1,1294,1296,0.5,0.8
1,1294,1297,0.25,0.8
1,1294,1298,0.25,0.8
1,1295,1296,1,0.8
1,1295,1297,0.5,0.8
1,1295,1298,0.5,0.8
1,1296,1297,0.5,0.8
1,1296,1298,0.5,0.8
1,1297,1298,0.25,0.8
1,1300,1301,1,0.8
1,1302,1303,1,0.8
1,1302,1304,1,0.8
1,1303,1304,1,0.8
1,1305,1306,1,0.8
1,1305,1307,1,0.8
1,1305,1308,0.5,0.8
1,1306,1307,1,0.8
1,1306,1308,0.5,0.8
1,1307,1308,0.5,0.8
1,1309,1310,1,0.8
1,1309,1311,1,0.8
1,1309,1312,1,0.8
1,1309,1313,0.5,0.8
1,1310,1311,1,0.8
1,1310,1312,1,0.8
1,1310,1313,0.5,0.8
1,1311,1312,1,0.8
1,1311,1313,0.5,0.8
1,1312,1313,0.5,0.8
1,1314,1315,0.25,0.8
1,1314,1316,0.5,0.8
1,1314,1317,0.25,0.8
1,1314,1318,0.25,0.8
1,1314,1319,0.25,0.8
1,1314,1320,0.5,0.8
1,1315,1316,0.5,0.8
1,1315,1317,0.25,0.8
1,1315,1318,0.25,0.8
1,1315,1319,0.25,0.8
1,1315,1320,0.5,0.8
1,1316,1317,0.5,0.8
1,1316,1318,0.5,0.8
1,1316,1319,0.5,0.8
1,1316,1320,1,0.8
1,1317,1318,0.25,0.8
1,1317,1319,0.25,0.8
1,1317,1320,0.5,0.8
1,1318,1319,0.25,0.8
1,1318,1320,0.5,0.8
1,1319,1320,0.5,0.8
2,67,336,0.5,0.1
2,67,493,0.5,0.1
2,67,549,0.5,0.1
2,67,647,0.5,0.1
2,67,800,0.5,0.1
2,67,976,0.5,0.1
2,67,989,0.5,0.1
2,67,1008,0.5,0.1
2,67,1022,0.5,0.1
2,67,1048,0.5,0.1
2,67,1071,0.5,0.1
2,67,1084,0.5,0.1
2,67,1086,0.5,0.1
2,67,1100,0.5,0.1
2,67,1145,0.5,0.1
2,67,1174,0.5,0.1
2,67,1187,0.5,0.1
2,67,1218,0.5,0.1
2,67,1248,0.5,0.1
2,67,1259,0.5,0.1
2,67,1261,0.5,0.1
2,67,1290,0.5,0.1
2,168,999,0.5,0.1
2,168,1040,0.5,0.1
2,168,1056,0.5,0.1
2,168,1285,0.5,0.1
2,168,1299,0.5,0.1
2,336,493,0.5,0.1
2,336,549,0.5,0.1
2,336,647,0.5,0.1
2,336,800,0.5,0.1
2,336,976,0.5,0.1
2,336,989,0.5,0.1
2,336,1008,0.5,0.1
2,336,1022,0.5,0.1
2,336,1048,0.5,0.1
2,336,1071,0.5,0.1
2,336,1084,0.5,0.1
2,336,1086,0.5,0.1
2,336,1100,0.5,0.1
2,336,1145,0.5,0.1
2,336,1174,0.5,0.1
2,336,1187,0.5,0.1
2,336,1218,0.5,0.1
2,336,1248,0.5,0.1
2,336,1259,0.5,0.1
2,336,1261,0.5,0.1
2,336,1290,0.5,0.1
2,493,549,0.5,0.1
2,493,647,0.5,0.1
2,493,800,0.5,0.1
2,493,976,0.5,0.1
2,493,989,0.5,0.1
2,493,1008,0.5,0.1
2,493,1022,0.5,0.1
2,493,1048,0.5,0.1
2,493,1071,0.5,0.1
2,493,1084,0.5,0.1
2,493,1086,0.5,0.1
2,493,1100,0.5,0.1
2,493,1145,0.5,0.1
2,493,1174,0.5,0.1
2,493,1187,0.5,0.1
2,493,1218,0.5,0.1
2,493,1248,0.5,0.1
2,493,1259,0.5,0.1
2,493,1261,0.5,0.1
2,493,1290,0.5,0.1
2,549,647,0.5,0.1
2,549,800,0.5,0.1
2,549,976,0.5,0.1
2,549,989,0.5,0.1
2,549,1008,0.5,0.1
2,549,1022,0.5,0.1
2,549,1048,0.5,0.1
2,549,1071,0.5,0.1
2,549,1084,0.5,0.1
2,549,1086,0.5,0.1
2,549,1100,0.5,0.1
2,549,1145,0.5,0.1
2,549,1174,0.5,0.1
2,549,1187,0.5,0.1
2,549,1218,0.5,0.1
2,549,1248,0.5,0.1
2,549,1259,0.5,0.1
2,549,1261,0.5,0.1
2,549,1290,0.5,0.1
2,647,800,0.5,0.1
2,647,976,0.5,0.1
2,647,989,0.5,0.1
2,647,1008,0.5,0.1
2,647,1022,0.5,0.1
2,647,1048,0.5,0.1
2,647,1071,0.5,0.1
2,647,1084,0.5,0.1
2,647,1086,0.5,0.1
2,647,1100,0.5,0.1
2,647,1145,0.5,0.1
2,647,1174,0.5,0.1
2,647,1187,0.5,0.1
2,647,1218,0.5,0.1
2,647,1248,0.5,0.1
2,647,1259,0.5,0.1
2,647,1261,0.5,0.1
2,647,1290,0.5,0.1
2,800,976,0.5,0.1
2,800,989,0.5,0.1
2,800,1008,0.5,0.1
2,800,1022,0.5,0.1
2,800,1048,0.5,0.1
2,800,1071,0.5,0.1
2,800,1084,0.5,0.1
2,800,1086,0.5,0.1
2,800,1100,0.5,0.1
2,800,1145,0.5,0.1
2,800,1174,0.5,0.1
2,800,1187,0.5,0.1
2,800,1218,0.5,0.1
2,800,1248,0.5,0.1
2,800,1259,0.5,0.1
2,800,1261,0.5,0.1
2,800,1290,0.5,0.1
2,976,989,0.5,0.1
2,976,1008,0.5,0.1
2,976,1022,0.5,0.1
2,976,1048,0.5,0.1
2,976,1071,0.5,0.1
2,976,1084,0.5,0.1
2,976,1086,0.5,0.1
2,976,1100,0.5,0.1
2,976,1145,0.5,0.1
2,976,1174,0.5,0.1
2,976,1187,0.5,0.1
2,976,1218,0.5,0.1
2,976,1248,0.5,0.1
2,976,1259,0.5,0.1
2,976,1261,0.5,0.1
2,976,1290,0.5,0.1
2,989,1008,0.5,0.1
2,989,1022,0.5,0.1
2,989,1048,0.5,0.1
2,989,1071,0.5,0.1
2,989,1084,0.5,0.1
2,989,1086,0.5,0.1
2,989,1100,0.5,0.1
2,989,1145,0.5,0.1
2,989,1174,0.5,0.1
2,989,1187,0.5,0.1
2,989,1218,0.5,0.1
2,989,1248,0.5,0.1
2,989,1259,0.5,0.1
2,989,1261,0.5,0.1
2,989,1290,0.5,0.1
2,999,1040,0.5,0.1
2,999,1056,0.5,0.1
2,999,1285,0.5,0.1
2,999,1299,0.5,0.1
2,1008,1022,0.5,0.1
2,1008,1048,0.5,0.1
2,1008,1071,0.5,0.1
2,1008,1084,0.5,0.1
2,1008,1086,0.5,0.1
2,1008,1100,0.5,0.1
2,1008,1145,0.5,0.1
2,1008,1174,0.5,0.1
2,1008,1187,0.5,0.1
2,1008,1218,0.5,0.1
2,1008,1248,0.5,0.1
2,1008,1259,0.5,0.1
2,1008,1261,0.5,0.1
2,1008,1290,0.5,0.1
2,1022,1048,0.5,0.1
2,1022,1071,0.5,0.1
2,1022,1084,0.5,0.1
2,1022,1086,0.5,0.1
2,1022,1100,0.5,0.1
2,1022,1145,0.5,0.1
2,1022,1174,0.5,0.1
2,1022,1187,0.5,0.1
2,1022,1218,0.5,0.1
2,1022,1248,0.5,0.1
2,1022,1259,0.5,0.1
2,1022,1261,0.5,0.1
2,1022,1290,0.5,0.1
2,1040,1056,0.5,0.1
2,1040,1285,0.5,0.1
2,1040,1299,0.5,0.1
2,1048,1071,0.5,0.1
2,1048,1084,0.5,0.1
2,1048,1086,0.5,0.1
2,1048,1100,0.5,0.1
2,1048,1145,0.5,0.1
2,1048,1174,0.5,0.1
2,1048,1187,0.5,0.1
2,1048,1218,0.5,0.1
2,1048,1248,0.5,0.1
2,1048,1259,0.5,0.1
2,1048,1261,0.5,0.1
2,1048,1290,0.5,0.1
2,1056,1285,0.5,0.1
2,1056,1299,0.5,0.1
2,1071,1084,0.5,0.1
2,1071,1086,0.5,0.1
2,1071,1100,0.5,0.1
2,1071,1145,0.5,0.1
2,1071,1174,0.5,0.1
2,1071,1187,0.5,0.1
2,1071,1218,0.5,0.1
2,1071,1248,0.5,0.1
2,1071,1259,0.5,0.1
2,1071,1261,0.5,0.1
2,1071,1290,0.5,0.1
2,1084,1086,0.5,0.1
2,1084,1100,0.5,0.1
2,1084,1145,0.5,0.1
2,1084,1174,0.5,0.1
2,1084,1187,0.5,0.1
2,1084,1218,0.5,0.1
2,1084,1248,0.5,0.1
2,1084,1259,0.5,0.1
2,1084,1261,0.5,0.1
2,1084,1290,0.5,0.1
2,1086,1100,0.5,0.1
2,1086,1145,0.5,0.1
2,1086,1174,0.5,0.1
2,1086,1187,0.5,0.1
2,1086,1218,0.5,0.1
2,1086,1248,0.5,0.1
2,1086,1259,0.5,0.1
2,1086,1261,0.5,0.1
2,1086,1290,0.5,0.1
2,1100,1145,0.5,0.1
2,1100,1174,0.5,0.1
2,1100,1187,0.5,0.1
2,1100,1218,0.5,0.1
2,1100,1248,0.5,0.1
2,1100,1259,0.5,0.1
2,1100,1261,0.5,0.1
2,1100,1290,0.5,0.1
2,1145,1174,0.5,0.1
2,1145,1187,0.5,0.1
2,1145,1218,0.5,0.1
2,1145,1248,0.5,0.1
2,1145,1259,0.5,0.1
2,1145,1261,0.5,0.1
2,1145,1290,0.5,0.1
2,1174,1187,0.5,0.1
2,1174,1218,0.5,0.1
2,1174,1248,0.5,0.1
2,1174,1259,0.5,0.1
2,1174,1261,0.5,0.1
2,1174,1290,0.5,0.1
2,1187,1218,0.5,0.1
2,1187,1248,0.5,0.1
2,1187,1259,0.5,0.1
2,1187,1261,0.5,0.1
2,1187,1290,0.5,0.1
2,1218,1248,0.5,0.1
2,1218,1259,0.5,0.1
2,1218,1261,0.5,0.1
2,1218,1290,0.5,0.1
2,1248,1259,0.5,0.1
2,1248,1261,0.5,0.1
2,1248,1290,0.5,0.1
2,1259,1261,0.5,0.1
2,1259,1290,0.5,0.1
2,1261,1290,0.5,0.1
2,1285,1299,0.5,0.1
3,18,67,0.2,0.5
3,18,168,0.2,0.5
3,18,336,0.2,0.5
3,18,493,0.2,0.5
3,18,549,0.2,0.5
3,18,647,0.2,0.5
3,18,800,0.2,0.5
3,18,976,0.2,0.5
3,18,989,0.2,0.5
3,18,999,0.2,0.5
3,18,1008,0.2,0.5
3,18,1022,0.2,0.5
3,18,1040,0.2,0.5
3,18,1048,0.2,0.5
3,9,1056,0.2,0.5
3,9,1071,0.2,0.5
3,9,1084,0.2,0.5
3,9,1086,0.2,0.5
3,9,1100,0.2,0.5
3,9,1145,0.2,0.5
3,9,1174,0.2,0.5
3,9,1187,0.2,0.5
3,9,1218,0.2,0.5
3,9,1248,0.2,0.5
3,9,1259,0.2,0.5
3,9,1261,0.2,0.5
3,9,1285,0.2,0.5
3,9,1290,0.2,0.5
2,65,70,0.5,0.1
2,65,107,0.5,0.1
2,65,138,0.5,0.1
2,65,198,0.5,0.1
2,65,239,0.5,0.1
2,65,265,0.5,0.1
2,65,271,0.5,0.1
2,65,369,0.5,0.1
2,65,465,0.5,0.1
2,65,508,0.5,0.1
2,65,622,0.5,0.1
2,65,809,0.5,0.1
2,65,949,0.5,0.1
2,70,107,0.5,0.1
2,70,138,0.5,0.1
2,70,198,0.5,0.1
2,70,239,0.5,0.1
2,70,265,0.5,0.1
2,70,271,0.5,0.1
2,70,369,0.5,0.1
2,70,465,0.5,0.1
2,70,508,0.5,0.1
2,70,622,0.5,0.1
2,70,809,0.5,0.1
2,70,949,0.5,0.1
2,107,138,0.5,0.1
2,107,198,0.5,0.1
2,107,239,0.5,0.1
2,107,265,0.5,0.1
2,107,271,0.5,0.1
2,107,369,0.5,0.1
2,107,465,0.5,0.1
2,107,508,0.5,0.1
2,107,622,0.5,0.1
2,107,809,0.5,0.1
2,107,949,0.5,0.1
2,138,198,0.5,0.1
2,138,239,0.5,0.1
2,138,265,0.5,0.1
2,138,271,0.5,0.1
2,138,369,0.5,0.1
2,138,465,0.5,0.1
2,138,508,0.5,0.1
2,138,622,0.5,0.1
2,138,809,0.5,0.1
2,138,949,0.5,0.1
2,198,239,0.5,0.1
2,198,265,0.5,0.1
2,198,271,0.5,0.1
2,198,369,0.5,0.1
2,198,465,0.5,0.1
2,198,508,0.5,0.1
2,198,622,0.5,0.1
2,198,809,0.5,0.1
2,198,949,0.5,0.1
2,239,265,0.5,0.1
2,239,271,0.5,0.1
2,239,369,0.5,0.1
2,239,465,0.5,0.1
2,239,508,0.5,0.1
2,239,622,0.5,0.1
2,239,809,0.5,0.1
2,239,949,0.5,0.1
2,265,271,0.5,0.1
2,265,369,0.5,0.1
2,265,465,0.5,0.1
2,265,508,0.5,0.1
2,265,622,0.5,0.1
2,265,809,0.5,0.1
2,265,949,0.5,0.1
2,271,369,0.5,0.1
2,271,465,0.5,0.1
2,271,508,0.5,0.1
2,271,622,0.5,0.1
2,271,809,0.5,0.1
2,271,949,0.5,0.1
2,369,465,0.5,0.1
2,369,508,0.5,0.1
2,369,622,0.5,0.1
2,369,809,0.5,0.1
2,369,949,0.5,0.1
2,429,546,0.5,0.1
2,429,644,0.5,0.1
2,429,683,0.5,0.1
2,429,716,0.5,0.1
2,465,508,0.5,0.1
2,465,622,0.5,0.1
2,465,809,0.5,0.1
2,465,949,0.5,0.1
2,508,622,0.5,0.1
2,508,809,0.5,0.1
2,508,949,0.5,0.1
2,546,644,0.5,0.1
2,546,683,0.5,0.1
2,546,716,0.5,0.1
2,622,809,0.5,0.1
2,622,949,0.5,0.1
2,644,683,0.5,0.1
2,644,716,0.5,0.1
2,683,716,0.5,0.1
2,809,949,0.5,0.1
3,12,65,0.2,0.5
3,12,70,0.2,0.5
3,12,107,0.2,0.5
3,12,138,0.2,0.5
3,12,198,0.2,0.5
3,12,239,0.2,0.5
3,12,265,0.2,0.5
3,12,271,0.2,0.5
3,12,369,0.2,0.5
3,12,429,0.2,0.5
3,12,465,0.2,0.5
3,12,508,0.2,0.5
3,12,546,0.2,0.5
3,12,622,0.2,0.5
3,12,644,0.2,0.5
3,12,683,0.2,0.5
3,12,716,0.2,0.5
3,12,809,0.2,0.5
3,12,949,0.2,0.5
4,14,108,0,0
4,14,134,0,0
4,14,146,0,0
4,14,152,0,0
4,14,155,0,0
4,14,280,0,0
4,14,298,0,0
4,14,370,0,0
4,14,382,0,0
4,14,415,0,0
4,14,438,0,0
4,14,443,0,0
4,14,453,0,0
4,14,455,0,0
4,14,487,0,0
4,14,502,0,0
4,14,524,0,0
4,14,529,0,0
4,14,538,0,0
4,14,594,0,0
4,14,597,0,0
4,14,605,0,0
4,14,607,0,0
4,14,612,0,0
4,14,646,0,0
4,14,701,0,0
4,14,713,0,0
4,14,721,0,0
4,14,729,0,0
4,14,751,0,0
4,14,752,0,0
4,14,770,0,0
4,14,774,0,0
4,14,810,0,0
4,14,813,0,0
4,14,820,0,0
4,14,860,0,0
4,14,968,0,0
4,14,1023,0,0
4,14,1028,0,0
4,14,1053,0,0
4,14,1073,0,0
4,14,1088,0,0
4,14,1092,0,0
4,14,1094,0,0
4,14,1155,0,0
4,14,1189,0,0
4,14,1204,0,0
4,14,1213,0,0
4,14,1233,0,0
4,14,1256,0,0
4,14,1302,0,0
4,38,40,0,0
4,38,68,0,0
4,38,97,0,0
4,38,187,0,0
4,38,200,0,0
4,38,392,0,0
4,38,452,0,0
4,38,456,0,0
4,38,509,0,0
4,38,520,0,0
4,38,542,0,0
4,38,576,0,0
4,38,580,0,0
4,38,616,0,0
4,38,674,0,0
4,38,748,0,0
4,38,761,0,0
4,38,799,0,0
4,38,825,0,0
4,38,894,0,0
4,38,908,0,0
4,38,922,0,0
4,38,964,0,0
4,38,1080,0,0
4,38,1103,0,0
4,38,1114,0,0
4,38,1127,0,0
4,38,1132,0,0
4,38,1150,0,0
4,38,1220,0,0
4,38,1273,0,0
4,38,1277,0,0
4,38,1284,0,0
4,38,1288,0,0
4,40,68,0,0
4,40,97,0,0
4,40,187,0,0
4,40,200,0,0
4,40,392,0,0
4,40,452,0,0
4,40,456,0,0
4,40,509,0,0
4,40,520,0,0
4,40,542,0,0
4,40,576,0,0
4,40,580,0,0
4,40,616,0,0
4,40,674,0,0
4,40,748,0,0
4,40,761,0,0
4,40,799,0,0
4,40,825,0,0
4,40,894,0,0
4,40,908,0,0
4,40,922,0,0
4,40,964,0,0
4,40,1080,0,0
4,40,1103,0,0
4,40,1114,0,0
4,40,1127,0,0
4,40,1132,0,0
4,40,1150,0,0
4,40,1220,0,0
4,40,1273,0,0
4,40,1277,0,0
4,40,1284,0,0
4,40,1288,0,0
4,68,97,0,0
4,68,187,0,0
4,68,200,0,0
4,68,392,0,0
4,68,452,0,0
4,68,456,0,0
4,68,509,0,0
4,68,520,0,0
4,68,542,0,0
4,68,576,0,0
4,68,580,0,0
4,68,616,0,0
4,68,674,0,0
4,68,748,0,0
4,68,761,0,0
4,68,799,0,0
4,68,825,0,0
4,68,894,0,0
4,68,908,0,0
4,68,922,0,0
4,68,964,0,0
4,68,1080,0,0
4,68,1103,0,0
4,68,1114,0,0
4,68,1127,0,0
4,68,1132,0,0
4,68,1150,0,0
4,68,1220,0,0
4,68,1273,0,0
4,68,1277,0,0
4,68,1284,0,0
4,68,1288,0,0
4,97,187,0,0
4,97,200,0,0
4,97,392,0,0
4,97,452,0,0
4,97,456,0,0
4,97,509,0,0
4,97,520,0,0
4,97,542,0,0
4,97,576,0,0
4,97,580,0,0
4,97,616,0,0
4,97,674,0,0
4,97,748,0,0
4,97,761,0,0
4,97,799,0,0
4,97,825,0,0
4,97,894,0,0
4,97,908,0,0
4,97,922,0,0
4,97,964,0,0
4,97,1080,0,0
4,97,1103,0,0
4,97,1114,0,0
4,97,1127,0,0
4,97,1132,0,0
4,97,1150,0,0
4,97,1220,0,0
4,97,1273,0,0
4,97,1277,0,0
4,97,1284,0,0
4,97,1288,0,0
4,108,134,0,0
4,108,146,0,0
4,108,152,0,0
4,108,155,0,0
4,108,280,0,0
4,108,298,0,0
4,108,370,0,0
4,108,382,0,0
4,108,415,0,0
4,108,438,0,0
4,108,443,0,0
4,108,453,0,0
4,108,455,0,0
4,108,487,0,0
4,108,502,0,0
4,108,524,0,0
4,108,529,0,0
4,108,538,0,0
4,108,594,0,0
4,108,597,0,0
4,108,605,0,0
4,108,607,0,0
4,108,612,0,0
4,108,646,0,0
4,108,701,0,0
4,108,713,0,0
4,108,721,0,0
4,108,729,0,0
4,108,751,0,0
4,108,752,0,0
4,108,770,0,0
4,108,774,0,0
4,108,810,0,0
4,108,813,0,0
4,108,820,0,0
4,108,860,0,0
4,108,968,0,0
4,108,1023,0,0
4,108,1028,0,0
4,108,1053,0,0
4,108,1073,0,0
4,108,1088,0,0
4,108,1092,0,0
4,108,1094,0,0
4,108,1155,0,0
4,108,1189,0,0
4,108,1204,0,0
4,108,1213,0,0
4,108,1233,0,0
4,108,1256,0,0
4,108,1302,0,0
4,134,146,0,0
4,134,152,0,0
4,134,155,0,0
4,134,280,0,0
4,134,298,0,0
4,134,370,0,0
4,134,382,0,0
4,134,415,0,0
4,134,438,0,0
4,134,443,0,0
4,134,453,0,0
4,134,455,0,0
4,134,487,0,0
4,134,502,0,0
4,134,524,0,0
4,134,529,0,0
4,134,538,0,0
4,134,594,0,0
4,134,597,0,0
4,134,605,0,0
4,134,607,0,0
4,134,612,0,0
4,134,646,0,0
4,134,701,0,0
4,134,713,0,0
4,134,721,0,0
4,134,729,0,0
4,134,751,0,0
4,134,752,0,0
4,134,770,0,0
4,134,774,0,0
4,134,810,0,0
4,134,813,0,0
4,134,820,0,0
4,134,860,0,0
4,134,968,0,0
4,134,1023,0,0
4,134,1028,0,0
4,134,1053,0,0
4,134,1073,0,0
4,134,1088,0,0
4,134,1092,0,0
4,134,1094,0,0
4,134,1155,0,0
4,134,1189,0,0
4,134,1204,0,0
4,134,1213,0,0
4,134,1233,0,0
4,134,1256,0,0
4,134,1302,0,0
4,146,152,0,0
4,146,155,0,0
4,146,280,0,0
4,146,298,0,0
4,146,370,0,0
4,146,382,0,0
4,146,415,0,0
4,146,438,0,0
4,146,443,0,0
4,146,453,0,0
4,146,455,0,0
4,146,487,0,0
4,146,502,0,0
4,146,524,0,0
4,146,529,0,0
4,146,538,0,0
4,146,594,0,0
4,146,597,0,0
4,146,605,0,0
4,146,607,0,0
4,146,612,0,0
4,146,646,0,0
4,146,701,0,0
4,146,713,0,0
4,146,721,0,0
4,146,729,0,0
4,146,751,0,0
4,146,752,0,0
4,146,770,0,0
4,146,774,0,0
4,146,810,0,0
4,146,813,0,0
4,146,820,0,0
4,146,860,0,0
4,146,968,0,0
4,146,1023,0,0
4,146,1028,0,0
4,146,1053,0,0
4,146,1073,0,0
4,146,1088,0,0
4,146,1092,0,0
4,146,1094,0,0
4,146,1155,0,0
4,146,1189,0,0
4,146,1204,0,0
4,146,1213,0,0
4,146,1233,0,0
4,146,1256,0,0
4,146,1302,0,0
4,152,155,0,0
4,152,280,0,0
4,152,298,0,0
4,152,370,0,0
4,152,382,0,0
4,152,415,0,0
4,152,438,0,0
4,152,443,0,0
4,152,453,0,0
4,152,455,0,0
4,152,487,0,0
4,152,502,0,0
4,152,524,0,0
4,152,529,0,0
4,152,538,0,0
4,152,594,0,0
4,152,597,0,0
4,152,605,0,0
4,152,607,0,0
4,152,612,0,0
4,152,646,0,0
4,152,701,0,0
4,152,713,0,0
4,152,721,0,0
4,152,729,0,0
4,152,751,0,0
4,152,752,0,0
4,152,770,0,0
4,152,774,0,0
4,152,810,0,0
4,152,813,0,0
4,152,820,0,0
4,152,860,0,0
4,152,968,0,0
4,152,1023,0,0
4,152,1028,0,0
4,152,1053,0,0
4,152,1073,0,0
4,152,1088,0,0
4,152,1092,0,0
4,152,1094,0,0
4,152,1155,0,0
4,152,1189,0,0
4,152,1204,0,0
4,152,1213,0,0
4,152,1233,0,0
4,152,1256,0,0
4,152,1302,0,0
4,155,280,0,0
4,155,298,0,0
4,155,370,0,0
4,155,382,0,0
4,155,415,0,0
4,155,438,0,0
4,155,443,0,0
4,155,453,0,0
4,155,455,0,0
4,155,487,0,0
4,155,502,0,0
4,155,524,0,0
4,155,529,0,0
4,155,538,0,0
4,155,594,0,0
