id,sex, age, ecactivity, worktype, commutetime, town, x, y, apartment
36857,F,4,at home,undef,not commuting,Lu,-568933,-1.2037e+06,4443
36858,F,39,working,industry,less than 15min,Lu,-568933,-1.2037e+06,4443
36859,M,64,retired,undef,not commuting,Lu,-568933,-1.2037e+06,4443
36860,F,63,retired,undef,not commuting,Lu,-568933,-1.2037e+06,4443
36861,F,67,retired,undef,not commuting,Lu,-568398,-1.20319e+06,4454
36862,M,74,retired,undef,not commuting,Lu,-568398,-1.20319e+06,4454
36863,M,12,student,undef,not commuting,Lu,-568370,-1.20338e+06,4056
36864,M,75,retired,undef,not commuting,Lu,-568370,-1.20338e+06,4056
36865,F,14,student,undef,not commuting,Lu,-568370,-1.20338e+06,4056
36866,F,45,at home,undef,not commuting,Lu,-568370,-1.20338e+06,4056
36867,F,70,retired,undef,not commuting,Lu,-568370,-1.20338e+06,4056
36868,M,72,retired,undef,not commuting,Lu,-568546,-1.20342e+06,3982
36869,F,33,at home,undef,not commuting,Lu,-568308,-1.20312e+06,4792
36870,M,6,student,undef,not commuting,Lu,-568308,-1.20312e+06,4792
36871,M,33,working,education,not commuting,Lu,-568308,-1.20312e+06,4792
36872,F,50,at home,undef,not commuting,Lu,-568511,-1.20325e+06,4079
36873,F,25,working,tradeandmoto,not commuting,Lu,-568511,-1.20325e+06,4079
36874,M,53,working,industry,not commuting,Lu,-568511,-1.20325e+06,4079
36875,M,15,working,industry,not commuting,Lu,-568564,-1.20351e+06,3975
36876,F,3,at home,undef,not commuting,Lu,-568564,-1.20351e+06,3975
36877,M,46,working,construction,not commuting,Lu,-568564,-1.20351e+06,3975
36878,M,12,student,undef,not commuting,Lu,-568564,-1.20351e+06,3975
36879,F,9,student,undef,not commuting,Lu,-568564,-1.20351e+06,3975
36880,F,39,working,construction,more than 90 mins,Lu,-568564,-1.20351e+06,3975
36881,F,45,at home,undef,not commuting,Lu,-568986,-1.20447e+06,4209
36882,F,65,retired,undef,not commuting,Lu,-568986,-1.20447e+06,4209
36883,M,25,working,construction,less than 15min,Lu,-568986,-1.20447e+06,4209
36884,M,37,working,industry,less than 15min,Lu,-568986,-1.20447e+06,4209
36885,M,10,student,undef,not commuting,Lu,-567918,-1.20337e+06,4651
36886,F,39,working,construction,15 to 30 min,Lu,-567918,-1.20337e+06,4651
36887,F,18,student,undef,less than 15min,Lu,-567918,-1.20337e+06,4651
36888,M,40,working,construction,not commuting,Lu,-567918,-1.20337e+06,4651
36889,M,59,working,industry,not commuting,Lu,-568135,-1.20301e+06,4837
36890,F,51,working,agriculture,not commuting,Lu,-568135,-1.20301e+06,4837
36891,M,29,working,banks,not commuting,Lu,-568135,-1.20301e+06,4837
36892,M,61,working,education,not commuting,Lu,-568494,-1.20372e+06,4840
36893,F,87,retired,undef,not commuting,Lu,-568494,-1.20372e+06,4840
36894,F,61,retired,undef,not commuting,Lu,-568494,-1.20372e+06,4840
36895,M,49,working,adminetc,less than 15min,Lu,-568949,-1.20412e+06,4362
36896,F,17,working,adminetc,not commuting,Lu,-568452,-1.20335e+06,4070
36897,M,56,retired,undef,not commuting,Lu,-568452,-1.20335e+06,4070
36898,F,47,at home,undef,not commuting,Lu,-568452,-1.20335e+06,4070
36899,F,39,working,industry,less than 15min,Lu,-568744,-1.20388e+06,4224
36900,M,43,working,tradeandmoto,not commuting,Lu,-568744,-1.20388e+06,4224
36901,M,14,student,undef,not commuting,Lu,-568744,-1.20388e+06,4224
36902,M,17,student,undef,not commuting,Lu,-568744,-1.20388e+06,4224
36903,M,54,working,adminetc,not commuting,Lu,-568040,-1.20352e+06,4433
36904,F,52,working,industry,not commuting,Lu,-568040,-1.20352e+06,4433
36905,F,64,retired,undef,not commuting,Lu,-568638,-1.20316e+06,4425
36906,M,69,retired,undef,not commuting,Lu,-568638,-1.20316e+06,4425
36907,M,33,working,industry,not commuting,Lu,-568638,-1.20316e+06,4425
36908,F,68,retired,undef,not commuting,Lu,-567948,-1.20348e+06,4693
36909,M,73,retired,undef,not commuting,Lu,-567948,-1.20348e+06,4693
36910,M,25,working,industry,not commuting,Lu,-567952,-1.20326e+06,4431
36911,F,44,working,adminetc,not commuting,Lu,-567952,-1.20326e+06,4431
36912,M,64,retired,undef,not commuting,Lu,-567945,-1.20322e+06,4688
36913,F,31,at home,undef,not commuting,Lu,-567945,-1.20322e+06,4688
36914,F,57,working,eatinghousing,less than 15min,Lu,-567945,-1.20322e+06,4688
36915,M,33,working,health,not commuting,Lu,-567945,-1.20322e+06,4688
36916,M,32,working,industry,not commuting,Lu,-567945,-1.20322e+06,4688
36917,M,4,at home,undef,not commuting,Lu,-567945,-1.20322e+06,4688
36918,M,47,at home,undef,not commuting,Lu,-568719,-1.20383e+06,3957
36919,F,54,at home,undef,not commuting,Lu,-568004,-1.20301e+06,4817
36920,M,56,working,adminetc,not commuting,Lu,-568004,-1.20301e+06,4817
36921,F,40,working,publicsector,not commuting,Lu,-568337,-1.20358e+06,4267
36922,M,11,student,undef,not commuting,Lu,-568337,-1.20358e+06,4267
36923,F,68,retired,undef,not commuting,Lu,-568337,-1.20358e+06,4267
36924,M,19,student,undef,30 to 45 mins,Lu,-568337,-1.20358e+06,4267
36925,M,43,at home,undef,not commuting,Lu,-568337,-1.20358e+06,4267
36926,M,33,working,construction,not commuting,Lu,-568329,-1.20332e+06,4049
36927,F,52,working,industry,not commuting,Lu,-568329,-1.20332e+06,4049
36928,F,24,at home,undef,not commuting,Lu,-568979,-1.20438e+06,4510
36929,F,66,retired,undef,not commuting,Lu,-568260,-1.20311e+06,4729
36930,M,43,working,tradeandmoto,not commuting,Lu,-568260,-1.20311e+06,4729
36931,M,49,at home,undef,not commuting,Lu,-568260,-1.20311e+06,4729
36932,M,59,working,industry,15 to 30 min,Lu,-568651,-1.20307e+06,4399
36933,F,70,retired,undef,not commuting,Lu,-568778,-1.20348e+06,4288
36934,F,46,working,industry,not commuting,Lu,-568778,-1.20348e+06,4288
36935,M,48,at home,undef,not commuting,Lu,-568778,-1.20348e+06,4288
36936,F,78,retired,undef,not commuting,Lu,-568956,-1.20442e+06,4227
36937,M,42,working,industry,30 to 45 mins,Lu,-568581,-1.20355e+06,3973
36938,F,75,retired,undef,not commuting,Lu,-568581,-1.20355e+06,3973
36939,M,27,at home,undef,not commuting,Lu,-568833,-1.20415e+06,4168
36940,M,46,working,industry,not commuting,Lu,-568833,-1.20415e+06,4168
36941,F,33,working,transportation,not commuting,Lu,-568833,-1.20415e+06,4168
36942,F,9,student,undef,not commuting,Lu,-568833,-1.20415e+06,4168
36943,F,6,student,undef,not commuting,Lu,-568833,-1.20415e+06,4168
36944,F,59,working,adminetc,less than 15min,Lu,-567979,-1.2032e+06,4781
36945,M,7,student,undef,not commuting,Lu,-567525,-1.20333e+06,4704
36946,M,15,student,undef,not commuting,Lu,-567525,-1.20333e+06,4704
36947,M,42,working,adminetc,less than 15min,Lu,-567525,-1.20333e+06,4704
36948,M,18,student,undef,15 to 30 min,Lu,-567525,-1.20333e+06,4704
36949,F,41,at home,undef,not commuting,Lu,-567525,-1.20333e+06,4704
36950,F,47,working,industry,15 to 30 min,Lu,-567888,-1.20335e+06,4490
36951,M,47,working,health,not commuting,Lu,-567888,-1.20335e+06,4490
36952,M,18,student,undef,45 to 60 mins,Lu,-567888,-1.20335e+06,4490
36953,F,24,working,construction,not commuting,Lu,-567888,-1.20335e+06,4490
36954,M,65,retired,undef,not commuting,Lu,-568728,-1.20385e+06,3956
36955,M,67,retired,undef,not commuting,Lu,-568962,-1.20443e+06,4392
36956,M,51,working,eatinghousing,15 to 30 min,Lu,-568625,-1.20302e+06,4500
36957,F,53,working,industry,not commuting,Lu,-568704,-1.20381e+06,3994
36958,M,31,working,publicsector,less than 15min,Lu,-568704,-1.20381e+06,3994
36959,F,79,retired,undef,not commuting,Lu,-567889,-1.20321e+06,4594
36960,F,54,working,adminetc,30 to 45 mins,Lu,-567889,-1.20321e+06,4594
36961,M,56,working,education,not commuting,Lu,-567889,-1.20321e+06,4594
36962,M,28,working,industry,not commuting,Lu,-567889,-1.20321e+06,4594
36963,F,24,working,eatinghousing,not commuting,Lu,-568981,-1.2039e+06,4401
36964,M,25,working,construction,not commuting,Lu,-568981,-1.2039e+06,4401
36965,M,74,retired,undef,not commuting,Lu,-569012,-1.2042e+06,4325
36966,F,83,retired,undef,not commuting,Lu,-568002,-1.20324e+06,4131
36967,F,57,working,transportation,not commuting,Lu,-568002,-1.20324e+06,4131
36968,F,53,working,adminetc,15 to 30 min,Lu,-568333,-1.20318e+06,4766
36969,F,59,retired,undef,not commuting,Lu,-568767,-1.20338e+06,4280
36970,M,60,retired,undef,not commuting,Lu,-568767,-1.20338e+06,4280
36971,F,69,retired,undef,not commuting,Lu,-568331,-1.20355e+06,4150
36972,F,36,working,industry,not commuting,Lu,-568773,-1.20333e+06,4684
36973,F,68,retired,undef,not commuting,Lu,-568773,-1.20333e+06,4684
36974,M,71,retired,undef,not commuting,Lu,-568773,-1.20333e+06,4684
36975,F,69,retired,undef,not commuting,Lu,-568776,-1.20355e+06,3978
36976,M,72,retired,undef,not commuting,Lu,-568776,-1.20355e+06,3978
36977,M,34,working,industry,30 to 45 mins,Lu,-568991,-1.20389e+06,4402
36978,M,74,retired,undef,not commuting,Lu,-568943,-1.2044e+06,4740
36979,M,37,working,health,not commuting,Lu,-568943,-1.2044e+06,4740
36980,F,16,student,undef,45 to 60 mins,Lu,-567867,-1.20331e+06,4535
36981,F,19,working,transportation,15 to 30 min,Lu,-567867,-1.20331e+06,4535
36982,M,45,working,publicsector,not commuting,Lu,-567867,-1.20331e+06,4535
36983,F,39,working,construction,15 to 30 min,Lu,-567867,-1.20331e+06,4535
36984,F,62,retired,undef,not commuting,Lu,-568635,-1.20367e+06,4217
36985,M,63,retired,undef,not commuting,Lu,-568635,-1.20367e+06,4217
36986,F,30,working,industry,not commuting,Lu,-568341,-1.20337e+06,4851
36987,F,56,retired,undef,not commuting,Lu,-568341,-1.20337e+06,4851
36988,M,60,retired,undef,not commuting,Lu,-568341,-1.20337e+06,4851
36989,M,34,working,industry,not commuting,Lu,-568333,-1.20336e+06,4057
36990,F,5,at home,undef,not commuting,Lu,-568333,-1.20336e+06,4057
36991,F,31,working,tradeandmoto,not commuting,Lu,-568333,-1.20336e+06,4057
36992,M,32,working,industry,less than 15min,Lu,-568902,-1.20425e+06,4313
36993,F,58,working,construction,not commuting,Lu,-568469,-1.2034e+06,4155
36994,F,26,at home,undef,not commuting,Lu,-568469,-1.20368e+06,4827
36995,F,81,retired,undef,not commuting,Lu,-568457,-1.20367e+06,4841
36996,M,60,retired,undef,not commuting,Lu,-568673,-1.20375e+06,4370
36997,F,60,retired,undef,not commuting,Lu,-568673,-1.20375e+06,4370
36998,M,35,at home,undef,not commuting,Lu,-568673,-1.20375e+06,4370
36999,F,48,working,health,30 to 45 mins,Lu,-568905,-1.20407e+06,4099
37000,F,75,retired,undef,not commuting,Lu,-568905,-1.20407e+06,4099
37001,M,79,retired,undef,not commuting,Lu,-568905,-1.20407e+06,4099
37002,F,17,working,education,less than 15min,Lu,-567736,-1.20326e+06,4588
37003,M,36,working,health,not commuting,Lu,-567736,-1.20326e+06,4588
37004,F,6,student,undef,not commuting,Lu,-567736,-1.20326e+06,4588
37005,F,42,working,industry,not commuting,Lu,-567736,-1.20326e+06,4588
37006,F,22,working,industry,not commuting,Lu,-568133,-1.20328e+06,4232
37007,F,46,working,publicsector,less than 15min,Lu,-568133,-1.20328e+06,4232
37008,M,48,working,publicsector,more than 90 mins,Lu,-568133,-1.20328e+06,4232
37009,M,23,at home,undef,not commuting,Lu,-568133,-1.20328e+06,4232
37010,F,4,at home,undef,not commuting,Lu,-568735,-1.20386e+06,3955
37011,M,11,student,undef,not commuting,Lu,-568735,-1.20386e+06,3955
37012,F,29,at home,undef,not commuting,Lu,-568735,-1.20386e+06,3955
37013,F,56,working,industry,less than 15min,Lu,-568735,-1.20386e+06,3955
37014,M,32,at home,undef,not commuting,Lu,-568735,-1.20386e+06,3955
37015,M,59,working,tradeandmoto,not commuting,Lu,-568735,-1.20386e+06,3955
37016,M,67,retired,undef,not commuting,Lu,-567736,-1.20321e+06,4486
37017,F,82,retired,undef,not commuting,Lu,-567736,-1.20321e+06,4486
37018,F,61,retired,undef,not commuting,Lu,-567736,-1.20321e+06,4486
37019,M,79,retired,undef,not commuting,Lu,-568552,-1.20337e+06,3989
37020,F,80,retired,undef,not commuting,Lu,-568552,-1.20337e+06,3989
37021,F,41,at home,undef,not commuting,Lu,-568371,-1.20343e+06,4256
37022,M,39,working,health,not commuting,Lu,-568371,-1.20343e+06,4256
37023,M,13,student,undef,not commuting,Lu,-568371,-1.20343e+06,4256
37024,M,18,student,undef,45 to 60 mins,Lu,-568371,-1.20343e+06,4256
37025,M,29,working,industry,not commuting,Lu,-568393,-1.20335e+06,4043
37026,F,27,at home,undef,not commuting,Lu,-568393,-1.20335e+06,4043
37027,F,0,at home,undef,not commuting,Lu,-568393,-1.20335e+06,4043
37028,M,51,working,agriculture,not commuting,Lu,-568570,-1.2034e+06,3990
37029,F,52,at home,undef,not commuting,Lu,-568570,-1.2034e+06,3990
37030,M,30,working,industry,not commuting,Lu,-567900,-1.20309e+06,4387
37031,M,29,at home,undef,not commuting,Lu,-568909,-1.204e+06,4623
37032,F,84,retired,undef,not commuting,Lu,-568680,-1.20376e+06,3961
37033,F,68,retired,undef,not commuting,Lu,-568459,-1.20332e+06,4030
37034,M,70,retired,undef,not commuting,Lu,-568459,-1.20332e+06,4030
37035,F,58,retired,undef,not commuting,Lu,-568870,-1.20413e+06,4096
37036,M,59,working,industry,not commuting,Lu,-568870,-1.20413e+06,4096
37037,M,36,working,industry,not commuting,Lu,-568870,-1.20413e+06,4096
37038,M,73,retired,undef,not commuting,Lu,-568507,-1.20309e+06,4340
37039,F,68,retired,undef,not commuting,Lu,-568507,-1.20309e+06,4340
37040,F,37,working,education,not commuting,Lu,-568595,-1.20357e+06,4076
37041,F,60,retired,undef,not commuting,Lu,-568595,-1.20357e+06,4076
37042,M,38,at home,undef,not commuting,Lu,-568464,-1.20326e+06,4193
37043,F,65,retired,undef,not commuting,Lu,-568464,-1.20326e+06,4193
37044,F,23,working,adminetc,not commuting,Lu,-567595,-1.20311e+06,4720
37045,F,43,working,agriculture,not commuting,Lu,-568679,-1.20303e+06,4424
37046,M,18,student,undef,not commuting,Lu,-568679,-1.20303e+06,4424
37047,M,20,at home,undef,not commuting,Lu,-568679,-1.20303e+06,4424
37048,F,35,at home,undef,not commuting,Lu,-568566,-1.20338e+06,4655
37049,M,51,working,industry,not commuting,Lu,-568566,-1.20338e+06,4655
37050,M,15,student,undef,not commuting,Lu,-568566,-1.20338e+06,4655
37051,F,69,working,industry,not commuting,Lu,-568434,-1.2032e+06,4208
37052,M,76,retired,undef,not commuting,Lu,-568434,-1.2032e+06,4208
37053,M,21,student,undef,not commuting,Lu,-568525,-1.20319e+06,4612
37054,F,24,student,undef,more than 90 mins,Lu,-568525,-1.20319e+06,4612
37055,M,46,working,tradeandmoto,not commuting,Lu,-568525,-1.20319e+06,4612
37056,F,44,working,construction,not commuting,Lu,-568525,-1.20319e+06,4612
37057,M,4,at home,undef,not commuting,Lu,-568701,-1.20405e+06,4649
37058,F,53,working,transportation,not commuting,Lu,-568701,-1.20405e+06,4649
37059,M,53,at home,undef,not commuting,Lu,-568701,-1.20405e+06,4649
37060,M,20,student,undef,45 to 60 mins,Lu,-568701,-1.20405e+06,4649
37061,F,31,at home,undef,not commuting,Lu,-568701,-1.20405e+06,4649
37062,M,2,at home,undef,not commuting,Lu,-568701,-1.20405e+06,4649
37063,M,24,at home,undef,not commuting,Lu,-568247,-1.20319e+06,4550
37064,F,53,working,transportation,not commuting,Lu,-569063,-1.20452e+06,4165
37065,M,48,working,education,not commuting,Lu,-569063,-1.20452e+06,4165
37066,M,22,working,industry,less than 15min,Lu,-569063,-1.20452e+06,4165
37067,F,50,working,industry,not commuting,Lu,-568605,-1.20391e+06,4768
37068,M,27,working,industry,not commuting,Lu,-568605,-1.20391e+06,4768
37069,M,88,retired,undef,not commuting,Lu,-568605,-1.20391e+06,4768
37070,M,53,working,publicsector,not commuting,Lu,-568605,-1.20391e+06,4768
37071,F,89,retired,undef,not commuting,Lu,-568605,-1.20391e+06,4768
37072,F,74,retired,undef,not commuting,Lu,-568936,-1.20408e+06,4103
37073,F,14,student,undef,not commuting,Lu,-568762,-1.20344e+06,4282
37074,F,41,at home,undef,not commuting,Lu,-568762,-1.20344e+06,4282
37075,F,69,retired,undef,not commuting,Lu,-568762,-1.20344e+06,4282
37076,M,17,student,undef,less than 15min,Lu,-568762,-1.20344e+06,4282
37077,M,41,working,industry,not commuting,Lu,-568762,-1.20344e+06,4282
37078,M,58,working,adminetc,not commuting,Lu,-568638,-1.20316e+06,4425
37079,F,54,at home,undef,not commuting,Lu,-568638,-1.20316e+06,4425
37080,F,26,working,industry,30 to 45 mins,Lu,-568638,-1.20316e+06,4425
37081,F,77,retired,undef,not commuting,Lu,-569178,-1.20426e+06,4739
37082,M,79,working,tradeandmoto,less than 15min,Lu,-569178,-1.20426e+06,4739
37083,M,77,retired,undef,not commuting,Lu,-568535,-1.20335e+06,4134
37084,F,76,retired,undef,not commuting,Lu,-568535,-1.20335e+06,4134
37085,M,71,retired,undef,not commuting,Lu,-568291,-1.20335e+06,4093
37086,F,70,retired,undef,not commuting,Lu,-568291,-1.20335e+06,4093
37087,M,11,student,undef,not commuting,Lu,-568721,-1.20333e+06,4464
37088,F,60,retired,undef,not commuting,Lu,-568721,-1.20333e+06,4464
37089,M,63,retired,undef,not commuting,Lu,-568721,-1.20333e+06,4464
37090,F,51,at home,undef,not commuting,Lu,-567784,-1.20332e+06,4659
37091,F,23,student,undef,45 to 60 mins,Lu,-567784,-1.20332e+06,4659
37092,M,56,retired,undef,not commuting,Lu,-567784,-1.20332e+06,4659
37093,M,25,working,it,not commuting,Lu,-567784,-1.20332e+06,4659
37094,M,31,working,transportation,not commuting,Lu,-569154,-1.20466e+06,4203
37095,F,58,retired,undef,not commuting,Lu,-569154,-1.20466e+06,4203
37096,F,48,at home,undef,not commuting,Lu,-568479,-1.20312e+06,4323
37097,M,52,working,industry,not commuting,Lu,-568479,-1.20312e+06,4323
37098,F,47,working,construction,less than 15min,Lu,-568808,-1.20355e+06,4472
37099,M,49,working,construction,not commuting,Lu,-568429,-1.20333e+06,4161
37100,F,76,retired,undef,not commuting,Lu,-569059,-1.20458e+06,4145
37101,M,68,retired,undef,not commuting,Lu,-567806,-1.20332e+06,4592
37102,M,27,working,tradeandmoto,not commuting,Lu,-567806,-1.20332e+06,4592
37103,F,52,working,industry,30 to 45 mins,Lu,-567806,-1.20332e+06,4592
37104,F,75,retired,undef,not commuting,Lu,-568821,-1.20359e+06,4463
37105,M,16,student,undef,15 to 30 min,Lu,-568343,-1.20328e+06,4087
37106,F,11,student,undef,not commuting,Lu,-568343,-1.20328e+06,4087
37107,M,44,working,tradeandmoto,not commuting,Lu,-568343,-1.20328e+06,4087
37108,F,40,working,tradeandmoto,less than 15min,Lu,-568343,-1.20328e+06,4087
37109,F,57,working,it,less than 15min,Lu,-568173,-1.20318e+06,4789
37110,M,62,working,industry,not commuting,Lu,-568173,-1.20318e+06,4789
37111,F,20,at home,undef,not commuting,Lu,-568331,-1.20341e+06,4645
37112,F,46,working,industry,less than 15min,Lu,-568331,-1.20341e+06,4645
37113,M,16,student,undef,not commuting,Lu,-568419,-1.20345e+06,4215
37114,M,38,working,tradeandmoto,not commuting,Lu,-568419,-1.20345e+06,4215
37115,F,39,working,industry,not commuting,Lu,-568419,-1.20345e+06,4215
37116,M,8,student,undef,not commuting,Lu,-567932,-1.20336e+06,4456
37117,F,38,working,industry,not commuting,Lu,-567932,-1.20336e+06,4456
37118,M,37,working,construction,not commuting,Lu,-567932,-1.20336e+06,4456
37119,F,11,student,undef,not commuting,Lu,-567932,-1.20336e+06,4456
37120,M,31,working,industry,not commuting,Lu,-567491,-1.20331e+06,4711
37121,F,52,working,education,less than 15min,Lu,-567491,-1.20331e+06,4711
37122,M,57,working,construction,not commuting,Lu,-567491,-1.20331e+06,4711
37123,M,77,retired,undef,not commuting,Lu,-568170,-1.20301e+06,4871
37124,M,36,working,industry,not commuting,Lu,-568875,-1.2042e+06,4276
37125,M,29,working,health,30 to 45 mins,Lu,-567841,-1.2032e+06,4627
37126,F,49,working,construction,less than 15min,Lu,-567841,-1.2032e+06,4627
37127,F,50,working,health,15 to 30 min,Lu,-568505,-1.20373e+06,4847
37128,F,82,retired,undef,not commuting,Lu,-568505,-1.20373e+06,4847
37129,F,30,working,industry,15 to 30 min,Lu,-568505,-1.20373e+06,4847
37130,M,53,working,adminetc,not commuting,Lu,-568505,-1.20373e+06,4847
37131,M,37,working,education,not commuting,Lu,-569182,-1.20463e+06,4127
37132,F,62,retired,undef,not commuting,Lu,-568813,-1.20323e+06,4438
37133,M,65,retired,undef,not commuting,Lu,-568813,-1.20323e+06,4438
37134,F,56,working,industry,less than 15min,Lu,-568983,-1.20367e+06,4445
37135,M,58,retired,undef,not commuting,Lu,-568983,-1.20367e+06,4445
37136,M,19,working,construction,not commuting,Lu,-568036,-1.20337e+06,4243
37137,F,3,at home,undef,not commuting,Lu,-568579,-1.20315e+06,4320
37138,M,26,at home,undef,not commuting,Lu,-568579,-1.20315e+06,4320
37139,F,31,at home,undef,not commuting,Lu,-568579,-1.20315e+06,4320
37140,M,53,at home,undef,not commuting,Lu,-568292,-1.20339e+06,4172
37141,F,66,retired,undef,not commuting,Lu,-568151,-1.20355e+06,4683
37142,M,68,retired,undef,not commuting,Lu,-568151,-1.20355e+06,4683
37143,F,45,at home,undef,not commuting,Lu,-567707,-1.20335e+06,4667
37144,M,47,working,construction,not commuting,Lu,-567707,-1.20335e+06,4667
37145,F,15,student,undef,not commuting,Lu,-567707,-1.20335e+06,4667
37146,F,21,student,undef,not commuting,Lu,-567707,-1.20335e+06,4667
37147,F,9,student,undef,not commuting,Lu,-567707,-1.20335e+06,4667
37148,M,54,working,industry,not commuting,Lu,-568302,-1.20335e+06,4060
37149,M,43,working,eatinghousing,not commuting,Lu,-568613,-1.20362e+06,3969
37150,M,7,student,undef,not commuting,Lu,-568613,-1.20362e+06,3969
37151,F,12,student,undef,not commuting,Lu,-568613,-1.20362e+06,3969
37152,F,32,at home,undef,not commuting,Lu,-568613,-1.20362e+06,3969
37153,F,31,at home,undef,not commuting,Lu,-568010,-1.20321e+06,4457
37154,M,63,working,industry,less than 15min,Lu,-568010,-1.20321e+06,4457
37155,F,59,retired,undef,not commuting,Lu,-568010,-1.20321e+06,4457
37156,M,11,student,undef,not commuting,Lu,-568137,-1.20325e+06,4374
37157,M,37,working,publicsector,not commuting,Lu,-568137,-1.20325e+06,4374
37158,F,17,student,undef,less than 15min,Lu,-568137,-1.20325e+06,4374
37159,F,39,working,agriculture,not commuting,Lu,-568137,-1.20325e+06,4374
37160,M,57,working,industry,not commuting,Lu,-568946,-1.2041e+06,4870
37161,F,79,retired,undef,not commuting,Lu,-568946,-1.2041e+06,4870
37162,F,57,working,industry,not commuting,Lu,-568946,-1.2041e+06,4870
37163,F,28,at home,undef,not commuting,Lu,-567990,-1.20347e+06,4061
37164,F,2,at home,undef,not commuting,Lu,-567990,-1.20347e+06,4061
37165,M,32,working,industry,less than 15min,Lu,-567990,-1.20347e+06,4061
37166,M,38,working,industry,less than 15min,Lu,-568420,-1.20336e+06,4034
37167,F,84,retired,undef,not commuting,Lu,-568420,-1.20336e+06,4034
37168,F,5,at home,undef,not commuting,Lu,-568075,-1.20352e+06,4547
37169,F,62,retired,undef,not commuting,Lu,-568075,-1.20352e+06,4547
37170,F,17,student,undef,more than 90 mins,Lu,-568983,-1.20367e+06,4445
37171,F,54,working,education,not commuting,Lu,-568983,-1.20367e+06,4445
37172,M,54,working,industry,not commuting,Lu,-568983,-1.20367e+06,4445
37173,F,29,at home,undef,not commuting,Lu,-568389,-1.20327e+06,4111
37174,F,24,at home,undef,not commuting,Lu,-568389,-1.20327e+06,4111
37175,M,53,at home,undef,not commuting,Lu,-568389,-1.20327e+06,4111
37176,F,52,working,industry,not commuting,Lu,-568389,-1.20327e+06,4111
37177,F,59,working,transportation,less than 15min,Lu,-568836,-1.20392e+06,4023
37178,F,53,working,industry,less than 15min,Lu,-568955,-1.20411e+06,4361
37179,M,56,working,construction,not commuting,Lu,-568955,-1.20411e+06,4361
37180,M,8,student,undef,not commuting,Lu,-568026,-1.20336e+06,4242
37181,M,37,working,eatinghousing,not commuting,Lu,-568026,-1.20336e+06,4242
37182,F,5,at home,undef,not commuting,Lu,-568026,-1.20336e+06,4242
37183,F,34,working,construction,not commuting,Lu,-568026,-1.20336e+06,4242
37184,F,78,retired,undef,not commuting,Lu,-568820,-1.20442e+06,4527
37185,M,55,working,industry,not commuting,Lu,-568820,-1.20442e+06,4527
37186,M,81,retired,undef,not commuting,Lu,-568820,-1.20442e+06,4527
37187,M,53,working,industry,less than 15min,Lu,-568609,-1.20311e+06,4634
37188,F,87,retired,undef,not commuting,Lu,-567872,-1.20323e+06,3993
37189,M,21,student,undef,not commuting,Lu,-567872,-1.20323e+06,3993
37190,M,61,working,adminetc,not commuting,Lu,-567872,-1.20323e+06,3993
37191,F,52,working,industry,less than 15min,Lu,-567872,-1.20323e+06,3993
37192,F,54,working,industry,less than 15min,Lu,-567775,-1.20318e+06,4753
37193,M,54,at home,undef,not commuting,Lu,-567775,-1.20318e+06,4753
37194,F,27,working,industry,not commuting,Lu,-567775,-1.20318e+06,4753
37195,M,53,working,construction,45 to 60 mins,Lu,-567945,-1.20349e+06,4690
37196,F,50,working,tradeandmoto,15 to 30 min,Lu,-567945,-1.20349e+06,4690
37197,F,27,at home,undef,not commuting,Lu,-567945,-1.20349e+06,4690
37198,F,65,retired,undef,not commuting,Lu,-567757,-1.20339e+06,4843
37199,M,40,at home,undef,not commuting,Lu,-567757,-1.20339e+06,4843
37200,M,66,retired,undef,not commuting,Lu,-567757,-1.20339e+06,4843
37201,M,49,working,it,not commuting,Lu,-569231,-1.20435e+06,4097
37202,F,45,working,adminetc,not commuting,Lu,-569231,-1.20435e+06,4097
37203,F,21,working,industry,more than 90 mins,Lu,-569231,-1.20435e+06,4097
37204,F,19,at home,undef,not commuting,Lu,-569231,-1.20435e+06,4097
37205,F,19,student,undef,45 to 60 mins,Lu,-568850,-1.20422e+06,4189
37206,M,16,working,transportation,not commuting,Lu,-568850,-1.20422e+06,4189
37207,F,21,at home,undef,not commuting,Lu,-568850,-1.20422e+06,4189
37208,M,3,at home,undef,not commuting,Lu,-568850,-1.20422e+06,4189
37209,M,0,at home,undef,not commuting,Lu,-568850,-1.20422e+06,4189
37210,M,50,working,transportation,not commuting,Lu,-568850,-1.20422e+06,4189
37211,M,23,student,undef,15 to 30 min,Lu,-568850,-1.20422e+06,4189
37212,F,41,working,publicsector,not commuting,Lu,-568850,-1.20422e+06,4189
37213,M,23,student,undef,less than 15min,Lu,-568892,-1.20405e+06,4098
37214,M,55,retired,undef,not commuting,Lu,-568892,-1.20405e+06,4098
37215,F,25,working,industry,not commuting,Lu,-568892,-1.20405e+06,4098
37216,F,6,student,undef,not commuting,Lu,-568892,-1.20405e+06,4098
37217,F,53,at home,undef,not commuting,Lu,-568892,-1.20405e+06,4098
37218,M,41,at home,undef,not commuting,Lu,-568693,-1.20334e+06,4062
37219,F,43,at home,undef,not commuting,Lu,-568693,-1.20334e+06,4062
37220,F,19,student,undef,15 to 30 min,Lu,-568693,-1.20334e+06,4062
37221,M,20,student,undef,15 to 30 min,Lu,-568693,-1.20334e+06,4062
