type,sex, age, ecactivity, worktype, commutetime, town,x,y
29169,M,40,at home,undef,not commuting,586137,-571590,-1.20178e+06
29170,F,79,retired,undef,not commuting,586137,-571590,-1.20178e+06
29171,M,62,retired,undef,not commuting,586137,-571494,-1.20162e+06
29172,F,57,at home,undef,not commuting,586137,-571494,-1.20162e+06
29173,F,55,at home,undef,not commuting,586137,-571546,-1.20111e+06
29174,M,57,working,tradeandmoto,not commuting,586137,-571546,-1.20111e+06
29175,F,26,at home,undef,not commuting,586137,-571546,-1.20111e+06
29176,M,71,retired,undef,not commuting,586137,-571742,-1.20055e+06
29177,F,66,retired,undef,not commuting,586137,-571742,-1.20055e+06
29178,M,39,working,education,not commuting,586137,-571742,-1.20055e+06
29179,M,24,at home,undef,not commuting,586137,-571588,-1.20091e+06
29180,F,42,working,construction,not commuting,586137,-571588,-1.20091e+06
29181,M,48,working,industry,not commuting,586137,-571588,-1.20091e+06
29182,F,18,working,transportation,15 to 30 min,586137,-571588,-1.20091e+06
29183,M,56,working,construction,not commuting,586137,-571730,-1.20065e+06
29184,F,57,at home,undef,not commuting,586137,-571730,-1.20065e+06
29185,F,13,student,undef,not commuting,586137,-571716,-1.20178e+06
29186,F,13,student,undef,not commuting,586137,-571716,-1.20178e+06
29187,M,13,student,undef,not commuting,586137,-571716,-1.20178e+06
29188,M,45,working,construction,not commuting,586137,-571716,-1.20178e+06
29189,F,42,working,industry,not commuting,586137,-571716,-1.20178e+06
29190,F,7,student,undef,not commuting,586137,-571720,-1.20141e+06
29191,M,35,working,publicsector,15 to 30 min,586137,-571720,-1.20141e+06
29192,F,33,at home,undef,not commuting,586137,-571720,-1.20141e+06
29193,F,5,at home,undef,not commuting,586137,-571720,-1.20141e+06
29194,M,0,at home,undef,not commuting,586137,-572246,-1.201e+06
29195,M,32,at home,undef,not commuting,586137,-572246,-1.201e+06
29196,F,28,working,construction,45 to 60 mins,586137,-572246,-1.201e+06
29197,F,5,at home,undef,not commuting,586137,-571590,-1.20178e+06
29198,M,34,working,industry,not commuting,586137,-571590,-1.20178e+06
29199,F,35,working,tradeandmoto,not commuting,586137,-571590,-1.20178e+06
29200,F,3,at home,undef,not commuting,586137,-571590,-1.20178e+06
29201,M,23,at home,undef,not commuting,586137,-571797,-1.20179e+06
29202,F,50,working,construction,15 to 30 min,586137,-571797,-1.20179e+06
29203,M,50,working,health,not commuting,586137,-571797,-1.20179e+06
29204,M,17,student,undef,60 to 90 mins,586137,-571797,-1.20179e+06
29205,M,1,at home,undef,not commuting,586137,-571797,-1.20179e+06
29206,F,28,at home,undef,not commuting,586137,-571797,-1.20179e+06
29207,M,26,at home,undef,not commuting,586137,-571797,-1.20179e+06
29208,M,17,student,undef,not commuting,586137,-571780,-1.20053e+06
29209,F,71,retired,undef,not commuting,586137,-571780,-1.20053e+06
29210,F,42,at home,undef,not commuting,586137,-571780,-1.20053e+06
29211,M,79,retired,undef,not commuting,586137,-571780,-1.20053e+06
29212,F,16,student,undef,45 to 60 mins,586137,-571570,-1.20135e+06
29213,F,18,student,undef,30 to 45 mins,586137,-571570,-1.20135e+06
29214,M,39,working,agriculture,45 to 60 mins,586137,-571570,-1.20135e+06
29215,F,39,at home,undef,not commuting,586137,-571570,-1.20135e+06
29216,M,8,student,undef,not commuting,586137,-571570,-1.20135e+06
29217,F,78,retired,undef,not commuting,586137,-571692,-1.20143e+06
29218,F,58,working,industry,30 to 45 mins,586137,-571357,-1.20088e+06
29219,M,56,at home,undef,not commuting,586137,-571357,-1.20088e+06
29220,F,24,at home,undef,not commuting,586137,-571357,-1.20088e+06
29221,M,26,working,construction,not commuting,586137,-571357,-1.20088e+06
29222,F,6,student,undef,not commuting,586137,-571735,-1.20142e+06
29223,F,42,working,tradeandmoto,not commuting,586137,-571735,-1.20142e+06
29224,M,48,working,industry,not commuting,586137,-571735,-1.20142e+06
29225,M,11,student,undef,not commuting,586137,-571735,-1.20142e+06
29226,M,10,student,undef,not commuting,586137,-571735,-1.20142e+06
29227,F,65,retired,undef,not commuting,586137,-571735,-1.20142e+06
29228,F,66,retired,undef,not commuting,586137,-572044,-1.20097e+06
29229,M,69,retired,undef,not commuting,586137,-572044,-1.20097e+06
29230,M,26,working,transportation,not commuting,586137,-571357,-1.20166e+06
29231,M,47,working,publicsector,not commuting,586137,-571708,-1.20152e+06
29232,F,70,retired,undef,not commuting,586137,-571708,-1.20152e+06
29233,M,36,working,industry,60 to 90 mins,586137,-571308,-1.2016e+06
29234,M,63,retired,undef,not commuting,586137,-571308,-1.2016e+06
29235,F,34,at home,undef,not commuting,586137,-571308,-1.2016e+06
29236,F,18,student,undef,15 to 30 min,586137,-571451,-1.20091e+06
29237,M,39,working,transportation,not commuting,586137,-571451,-1.20091e+06
29238,M,3,at home,undef,not commuting,586137,-571451,-1.20091e+06
29239,F,36,working,industry,not commuting,586137,-571451,-1.20091e+06
29240,F,12,student,undef,not commuting,586137,-571451,-1.20091e+06
29241,F,16,student,undef,not commuting,586137,-571400,-1.20115e+06
29242,F,42,working,industry,45 to 60 mins,586137,-571400,-1.20115e+06
29243,M,43,at home,undef,not commuting,586137,-571400,-1.20115e+06
29244,F,18,student,undef,15 to 30 min,586137,-571400,-1.20115e+06
29245,F,67,retired,undef,not commuting,586137,-571407,-1.20107e+06
29246,F,40,working,construction,15 to 30 min,586137,-571407,-1.20107e+06
29247,F,1,at home,undef,not commuting,586137,-571612,-1.20163e+06
29248,M,0,at home,undef,not commuting,586137,-571612,-1.20163e+06
29249,M,37,working,construction,not commuting,586137,-571612,-1.20163e+06
29250,M,60,working,industry,not commuting,586137,-571890,-1.20145e+06
29251,F,60,retired,undef,not commuting,586137,-571890,-1.20145e+06
29252,M,56,at home,undef,not commuting,586137,-571457,-1.20095e+06
29253,M,59,at home,undef,not commuting,586137,-571610,-1.20179e+06
29254,F,19,at home,undef,not commuting,586137,-571610,-1.20179e+06
29255,F,58,at home,undef,not commuting,586137,-571610,-1.20179e+06
29256,M,34,working,industry,30 to 45 mins,586137,-571610,-1.20179e+06
29257,F,24,at home,undef,not commuting,586137,-571610,-1.20179e+06
29258,F,14,student,undef,not commuting,586137,-571610,-1.20179e+06
29259,F,33,at home,undef,not commuting,586137,-572048,-1.20089e+06
29260,M,38,working,adminetc,15 to 30 min,586137,-572048,-1.20089e+06
29261,M,69,retired,undef,not commuting,586137,-572048,-1.20089e+06
29262,F,0,at home,undef,not commuting,586137,-572048,-1.20089e+06
29263,F,65,retired,undef,not commuting,586137,-572048,-1.20089e+06
29264,F,55,working,tradeandmoto,not commuting,586137,-571781,-1.20095e+06
29265,F,81,retired,undef,not commuting,586137,-571781,-1.20095e+06
29266,F,18,student,undef,not commuting,586137,-571781,-1.20095e+06
29267,M,60,retired,undef,not commuting,586137,-571781,-1.20095e+06
29268,M,60,retired,undef,not commuting,586137,-571781,-1.20095e+06
29269,F,81,retired,undef,not commuting,586137,-571781,-1.20095e+06
29270,F,17,student,undef,not commuting,586137,-571317,-1.20111e+06
29271,M,10,student,undef,not commuting,586137,-571317,-1.20111e+06
29272,F,15,student,undef,not commuting,586137,-571317,-1.20111e+06
29273,F,19,at home,undef,not commuting,586137,-571317,-1.20111e+06
29274,F,39,working,transportation,not commuting,586137,-571317,-1.20111e+06
29275,M,39,working,transportation,not commuting,586137,-571317,-1.20111e+06
29276,F,61,working,industry,15 to 30 min,586137,-571789,-1.20153e+06
29277,M,66,retired,undef,not commuting,586137,-571789,-1.20153e+06
29278,M,60,retired,undef,not commuting,586137,-571395,-1.20152e+06
29279,F,52,working,agriculture,15 to 30 min,586137,-571395,-1.20152e+06
29280,F,28,at home,undef,not commuting,586137,-571395,-1.20152e+06
29281,M,27,working,industry,not commuting,586137,-571395,-1.20152e+06
29282,F,15,working,industry,not commuting,586137,-571395,-1.20152e+06
29283,M,60,working,eatinghousing,15 to 30 min,586137,-571654,-1.2007e+06
29284,M,78,retired,undef,not commuting,586137,-571666,-1.20172e+06
29285,M,49,at home,undef,not commuting,586137,-571666,-1.20172e+06
29286,M,48,working,agriculture,not commuting,586137,-571525,-1.20116e+06
29287,F,43,working,transportation,15 to 30 min,586137,-571525,-1.20116e+06
29288,M,15,student,undef,not commuting,586137,-571525,-1.20116e+06
29289,F,67,retired,undef,not commuting,586137,-571525,-1.20116e+06
29290,M,75,retired,undef,not commuting,586137,-571525,-1.20116e+06
29291,F,23,at home,undef,not commuting,586137,-571525,-1.20116e+06
29292,M,32,working,industry,not commuting,586137,-571817,-1.20034e+06
29293,F,85,retired,undef,not commuting,586137,-572024,-1.20101e+06
29294,F,45,working,adminetc,not commuting,586137,-572047,-1.20074e+06
29295,M,49,working,health,less than 15min,586137,-572047,-1.20074e+06
29296,M,17,student,undef,45 to 60 mins,586137,-572047,-1.20074e+06
29297,M,13,student,undef,not commuting,586137,-572047,-1.20074e+06
29298,M,12,student,undef,not commuting,586137,-571589,-1.20117e+06
29299,F,34,at home,undef,not commuting,586137,-571589,-1.20117e+06
29300,M,35,working,industry,30 to 45 mins,586137,-571589,-1.20117e+06
29301,F,7,student,undef,not commuting,586137,-571589,-1.20117e+06
29302,M,18,student,undef,more than 90 mins,586137,-571432,-1.20112e+06
29303,M,48,working,publicsector,not commuting,586137,-571432,-1.20112e+06
29304,F,41,at home,undef,not commuting,586137,-571432,-1.20112e+06
29305,F,6,student,undef,not commuting,586137,-571432,-1.20112e+06
29306,F,67,retired,undef,not commuting,586137,-571811,-1.2015e+06
29307,M,73,retired,undef,not commuting,586137,-571811,-1.2015e+06
29308,F,80,retired,undef,not commuting,586137,-571585,-1.20161e+06
29309,M,48,working,industry,not commuting,586137,-571585,-1.20161e+06
29310,M,2,at home,undef,not commuting,586137,-571380,-1.20163e+06
29311,M,34,at home,undef,not commuting,586137,-571380,-1.20163e+06
29312,F,31,at home,undef,not commuting,586137,-571380,-1.20163e+06
29313,F,1,at home,undef,not commuting,586137,-571380,-1.20163e+06
29314,F,45,working,industry,not commuting,586137,-571417,-1.20084e+06
29315,M,19,at home,undef,not commuting,586137,-571417,-1.20084e+06
29316,M,46,working,banks,not commuting,586137,-571417,-1.20084e+06
29317,F,62,retired,undef,not commuting,586137,-571654,-1.2007e+06
29318,M,31,at home,undef,not commuting,586137,-571654,-1.2007e+06
29319,M,70,retired,undef,not commuting,586137,-572195,-1.20084e+06
29320,F,68,retired,undef,not commuting,586137,-572195,-1.20084e+06
29321,F,63,retired,undef,not commuting,586137,-571441,-1.20097e+06
29322,M,40,working,industry,not commuting,586137,-571441,-1.20097e+06
29323,M,63,retired,undef,not commuting,586137,-571441,-1.20097e+06
29324,F,36,working,industry,not commuting,586137,-571494,-1.20162e+06
29325,M,40,at home,undef,not commuting,586137,-571494,-1.20162e+06
29326,F,12,student,undef,not commuting,586137,-571494,-1.20162e+06
29327,F,17,student,undef,not commuting,586137,-571494,-1.20162e+06
29328,M,25,working,banks,not commuting,586137,-571468,-1.20129e+06
29329,F,22,at home,undef,not commuting,586137,-571468,-1.20129e+06
29330,M,51,working,publicsector,not commuting,586137,-571468,-1.20129e+06
29331,F,46,working,publicsector,not commuting,586137,-571468,-1.20129e+06
29332,F,69,retired,undef,not commuting,586137,-571468,-1.20129e+06
29333,M,56,working,tradeandmoto,15 to 30 min,586137,-571810,-1.20097e+06
29334,F,56,at home,undef,not commuting,586137,-571810,-1.20097e+06
29335,F,19,working,industry,less than 15min,586137,-571810,-1.20097e+06
29336,M,41,working,construction,less than 15min,586137,-571582,-1.20093e+06
29337,F,52,working,industry,not commuting,586137,-572025,-1.20127e+06
29338,M,58,working,education,not commuting,586137,-572025,-1.20127e+06
29339,M,73,retired,undef,not commuting,586137,-571458,-1.20176e+06
29340,M,49,working,education,not commuting,586137,-571458,-1.20176e+06
29341,F,68,retired,undef,not commuting,586137,-571458,-1.20176e+06
29342,M,37,working,industry,not commuting,586137,-571810,-1.20097e+06
29343,F,14,student,undef,not commuting,586137,-571810,-1.20097e+06
29344,M,3,at home,undef,not commuting,586137,-571810,-1.20097e+06
29345,M,32,at home,undef,not commuting,586137,-571449,-1.20127e+06
29346,F,5,at home,undef,not commuting,586137,-571449,-1.20127e+06
29347,M,6,student,undef,not commuting,586137,-571449,-1.20127e+06
29348,F,33,working,construction,not commuting,586137,-571449,-1.20127e+06
29349,F,18,student,undef,not commuting,586137,-571670,-1.20096e+06
29350,M,37,at home,undef,not commuting,586137,-571670,-1.20096e+06
29351,F,38,working,eatinghousing,15 to 30 min,586137,-571670,-1.20096e+06
29352,F,16,student,undef,not commuting,586137,-571670,-1.20096e+06
29353,M,32,working,health,15 to 30 min,586137,-571755,-1.20061e+06
29354,M,5,at home,undef,not commuting,586137,-571755,-1.20061e+06
29355,F,31,working,construction,not commuting,586137,-571755,-1.20061e+06
29356,F,3,at home,undef,not commuting,586137,-571755,-1.20061e+06
29357,M,10,student,undef,not commuting,586137,-571916,-1.20112e+06
29358,M,18,student,undef,not commuting,586137,-571916,-1.20112e+06
29359,M,40,working,industry,less than 15min,586137,-571916,-1.20112e+06
29360,F,37,working,publicsector,not commuting,586137,-571916,-1.20112e+06
29361,F,45,working,industry,15 to 30 min,586137,-571620,-1.20179e+06
29362,M,12,student,undef,not commuting,586137,-571620,-1.20179e+06
29363,M,26,at home,undef,not commuting,586137,-571395,-1.20139e+06
29364,F,47,working,industry,not commuting,586137,-571395,-1.20139e+06
29365,M,51,working,tradeandmoto,not commuting,586137,-571395,-1.20139e+06
29366,M,10,student,undef,not commuting,586137,-571395,-1.20139e+06
29367,F,47,working,transportation,not commuting,586137,-571626,-1.20106e+06
29368,F,21,at home,undef,not commuting,586137,-571854,-1.20164e+06
29369,M,48,working,eatinghousing,not commuting,586137,-571854,-1.20164e+06
29370,F,16,student,undef,not commuting,586137,-571854,-1.20164e+06
29371,F,42,working,transportation,not commuting,586137,-571854,-1.20164e+06
29372,F,31,working,education,not commuting,586137,-571426,-1.20132e+06
29373,F,56,at home,undef,not commuting,586137,-571251,-1.2013e+06
29374,M,56,working,adminetc,less than 15min,586137,-571251,-1.2013e+06
29375,M,33,working,industry,not commuting,586137,-571754,-1.20093e+06
29376,M,56,at home,undef,not commuting,586137,-571754,-1.20093e+06
29377,M,71,retired,undef,not commuting,586137,-571754,-1.20093e+06
29378,F,2,at home,undef,not commuting,586137,-571903,-1.20112e+06
29379,F,0,at home,undef,not commuting,586137,-571903,-1.20112e+06
29380,M,31,working,construction,not commuting,586137,-571903,-1.20112e+06
29381,F,29,working,eatinghousing,not commuting,586137,-571903,-1.20112e+06
29382,F,74,retired,undef,not commuting,586137,-571647,-1.20072e+06
29383,F,48,working,health,30 to 45 mins,586137,-571647,-1.20072e+06
29384,F,51,working,industry,not commuting,586137,-571647,-1.20072e+06
29385,F,57,at home,undef,not commuting,586137,-571394,-1.2009e+06
29386,M,61,retired,undef,not commuting,586137,-571394,-1.2009e+06
29387,M,18,student,undef,not commuting,586137,-572029,-1.20126e+06
29388,M,48,at home,undef,not commuting,586137,-572029,-1.20126e+06
29389,F,22,at home,undef,not commuting,586137,-572029,-1.20126e+06
29390,F,43,working,construction,15 to 30 min,586137,-572029,-1.20126e+06
29391,F,4,at home,undef,not commuting,586137,-571666,-1.20172e+06
29392,M,1,at home,undef,not commuting,586137,-571666,-1.20172e+06
29393,M,34,working,tradeandmoto,not commuting,586137,-571666,-1.20172e+06
29394,F,31,at home,undef,not commuting,586137,-571666,-1.20172e+06
29395,M,21,at home,undef,not commuting,586137,-571710,-1.20067e+06
29396,F,44,working,tradeandmoto,not commuting,586137,-571710,-1.20067e+06
29397,M,44,working,industry,less than 15min,586137,-571710,-1.20067e+06
29398,M,19,at home,undef,not commuting,586137,-571710,-1.20067e+06
29399,M,69,retired,undef,not commuting,586137,-571521,-1.20165e+06
29400,F,70,retired,undef,not commuting,586137,-571521,-1.20165e+06
29401,M,37,working,industry,30 to 45 mins,586137,-571754,-1.20051e+06
29402,M,1,at home,undef,not commuting,586137,-571754,-1.20051e+06
29403,M,8,student,undef,not commuting,586137,-571754,-1.20051e+06
29404,F,36,at home,undef,not commuting,586137,-571754,-1.20051e+06
29405,M,34,working,adminetc,not commuting,586137,-571521,-1.20162e+06
29406,M,59,at home,undef,not commuting,586137,-571521,-1.20162e+06
29407,F,58,at home,undef,not commuting,586137,-571521,-1.20162e+06
29408,F,64,retired,undef,not commuting,586137,-571468,-1.20159e+06
29409,M,3,at home,undef,not commuting,586137,-571589,-1.20117e+06
29410,M,33,working,industry,not commuting,586137,-571589,-1.20117e+06
29411,F,32,working,education,not commuting,586137,-571589,-1.20117e+06
29412,M,39,working,education,15 to 30 min,586137,-571692,-1.2006e+06
29413,F,38,working,industry,15 to 30 min,586137,-571692,-1.2006e+06
29414,F,13,student,undef,not commuting,586137,-571692,-1.2006e+06
29415,F,9,student,undef,not commuting,586137,-571692,-1.2006e+06
29416,M,46,working,industry,not commuting,586137,-571150,-1.2015e+06
29417,M,27,working,industry,not commuting,586137,-571150,-1.2015e+06
29418,F,14,student,undef,not commuting,586137,-571150,-1.2015e+06
29419,F,24,working,agriculture,15 to 30 min,586137,-571150,-1.2015e+06
29420,F,47,working,construction,not commuting,586137,-571150,-1.2015e+06
29421,M,47,working,adminetc,not commuting,586137,-571649,-1.2015e+06
29422,F,72,retired,undef,not commuting,586137,-571649,-1.2015e+06
29423,M,72,retired,undef,not commuting,586137,-571649,-1.2015e+06
29424,M,40,working,industry,not commuting,586137,-571917,-1.20089e+06
29425,F,36,at home,undef,not commuting,586137,-571917,-1.20089e+06
29426,M,17,working,publicsector,not commuting,586137,-572025,-1.20087e+06
29427,M,56,at home,undef,not commuting,586137,-572025,-1.20087e+06
29428,F,33,working,industry,not commuting,586137,-571755,-1.20061e+06
29429,F,13,student,undef,not commuting,586137,-571755,-1.20061e+06
29430,F,31,at home,undef,not commuting,586137,-571716,-1.20178e+06
29431,F,31,working,construction,not commuting,586137,-571716,-1.20178e+06
29432,F,70,retired,undef,not commuting,586137,-571716,-1.20178e+06
29433,F,8,student,undef,not commuting,586137,-571716,-1.20178e+06
29434,M,3,at home,undef,not commuting,586137,-571518,-1.20144e+06
29435,M,31,at home,undef,not commuting,586137,-571518,-1.20144e+06
29436,M,0,at home,undef,not commuting,586137,-571518,-1.20144e+06
29437,F,6,student,undef,not commuting,586137,-571518,-1.20144e+06
29438,F,28,at home,undef,not commuting,586137,-571518,-1.20144e+06
29439,M,60,retired,undef,not commuting,586137,-571854,-1.20164e+06
29440,F,17,working,industry,15 to 30 min,586137,-571942,-1.20094e+06
29441,M,46,working,industry,not commuting,586137,-571942,-1.20094e+06
29442,M,21,at home,undef,not commuting,586137,-571942,-1.20094e+06
29443,F,44,working,adminetc,45 to 60 mins,586137,-571942,-1.20094e+06
29444,M,22,at home,undef,not commuting,586137,-571942,-1.20094e+06
29445,F,60,retired,undef,not commuting,586137,-571738,-1.20151e+06
29446,F,11,student,undef,not commuting,586137,-571788,-1.20107e+06
29447,F,6,student,undef,not commuting,586137,-571788,-1.20107e+06
29448,M,37,working,health,not commuting,586137,-571788,-1.20107e+06
29449,F,34,working,industry,not commuting,586137,-571788,-1.20107e+06
29450,M,46,working,industry,not commuting,586137,-571903,-1.20112e+06
29451,F,75,retired,undef,not commuting,586137,-571903,-1.20112e+06
29452,M,23,working,agriculture,not commuting,586137,-571903,-1.20112e+06
29453,F,46,working,eatinghousing,not commuting,586137,-571903,-1.20112e+06
29454,F,63,retired,undef,not commuting,586137,-571808,-1.20121e+06
29455,M,43,at home,undef,not commuting,586137,-571677,-1.20066e+06
29456,F,85,retired,undef,not commuting,586137,-571677,-1.20066e+06
29457,M,47,working,construction,15 to 30 min,586137,-571809,-1.20031e+06
29458,F,24,at home,undef,not commuting,586137,-571809,-1.20031e+06
29459,F,46,working,industry,not commuting,586137,-571809,-1.20031e+06
29460,F,24,at home,undef,not commuting,586137,-571413,-1.20089e+06
29461,M,27,working,adminetc,not commuting,586137,-571413,-1.20089e+06
29462,F,47,working,industry,not commuting,586137,-571413,-1.20089e+06
29463,M,53,at home,undef,not commuting,586137,-571413,-1.20089e+06
29464,F,83,retired,undef,not commuting,586137,-571953,-1.20121e+06
29465,F,27,working,publicsector,not commuting,586137,-571444,-1.20175e+06
29466,M,3,at home,undef,not commuting,586137,-571444,-1.20175e+06
29467,F,5,at home,undef,not commuting,586137,-571444,-1.20175e+06
29468,M,31,working,industry,less than 15min,586137,-571444,-1.20175e+06
29469,M,6,student,undef,not commuting,586137,-571500,-1.20174e+06
29470,M,7,student,undef,not commuting,586137,-571500,-1.20174e+06
29471,M,34,working,health,not commuting,586137,-571500,-1.20174e+06
29472,F,37,working,agriculture,not commuting,586137,-571500,-1.20174e+06
29473,F,9,student,undef,not commuting,586137,-571582,-1.20061e+06
29474,M,37,working,industry,not commuting,586137,-571582,-1.20061e+06
29475,M,59,working,it,not commuting,586137,-571582,-1.20061e+06
29476,F,6,student,undef,not commuting,586137,-571582,-1.20061e+06
29477,F,56,at home,undef,not commuting,586137,-571582,-1.20061e+06
29478,F,30,working,publicsector,45 to 60 mins,586137,-571582,-1.20061e+06
29479,F,41,working,industry,not commuting,586137,-571449,-1.20127e+06
29480,M,14,student,undef,not commuting,586137,-571449,-1.20127e+06
29481,F,19,at home,undef,not commuting,586137,-571449,-1.20127e+06
29482,M,16,working,health,15 to 30 min,586137,-571449,-1.20127e+06
29483,M,47,at home,undef,not commuting,586137,-571449,-1.20127e+06
29484,M,74,retired,undef,not commuting,586137,-571321,-1.20162e+06
29485,F,69,retired,undef,not commuting,586137,-571321,-1.20162e+06
29486,M,20,at home,undef,not commuting,586137,-571688,-1.20139e+06
29487,M,22,working,industry,not commuting,586137,-571688,-1.20139e+06
29488,F,45,at home,undef,not commuting,586137,-571688,-1.20139e+06
29489,M,46,at home,undef,not commuting,586137,-571688,-1.20139e+06
29490,F,73,retired,undef,not commuting,586137,-571688,-1.20139e+06
29491,M,73,retired,undef,not commuting,586137,-572015,-1.20116e+06
29492,F,35,working,transportation,not commuting,586137,-572015,-1.20116e+06
29493,F,73,retired,undef,not commuting,586137,-572015,-1.20116e+06
29494,M,54,at home,undef,not commuting,586137,-571974,-1.20096e+06
29495,M,21,working,publicsector,15 to 30 min,586137,-571974,-1.20096e+06
29496,M,28,at home,undef,not commuting,586137,-571974,-1.20096e+06
29497,F,27,at home,undef,not commuting,586137,-571974,-1.20096e+06
29498,F,55,at home,undef,not commuting,586137,-571974,-1.20096e+06
29499,F,75,retired,undef,not commuting,586137,-571797,-1.20179e+06
29500,F,84,retired,undef,not commuting,586137,-571432,-1.20112e+06
29501,M,52,working,publicsector,not commuting,586137,-572015,-1.20116e+06
29502,F,47,working,transportation,not commuting,586137,-572015,-1.20116e+06
29503,M,42,at home,undef,not commuting,586137,-571864,-1.2012e+06
29504,M,63,retired,undef,not commuting,586137,-571864,-1.2012e+06
29505,F,62,retired,undef,not commuting,586137,-571864,-1.2012e+06
29506,F,30,working,construction,not commuting,586137,-571674,-1.20166e+06
29507,F,1,at home,undef,not commuting,586137,-571674,-1.20166e+06
29508,F,4,at home,undef,not commuting,586137,-571674,-1.20166e+06
29509,M,34,working,publicsector,not commuting,586137,-571674,-1.20166e+06
29510,M,19,at home,undef,not commuting,586137,-571527,-1.20154e+06
29511,F,42,working,industry,45 to 60 mins,586137,-571527,-1.20154e+06
29512,M,43,working,industry,not commuting,586137,-571527,-1.20154e+06
29513,M,0,at home,undef,not commuting,586137,-571527,-1.20154e+06
29514,F,23,at home,undef,not commuting,586137,-571527,-1.20154e+06
29515,F,94,retired,undef,not commuting,586137,-572045,-1.20101e+06
29516,F,70,retired,undef,not commuting,586137,-572045,-1.20101e+06
29517,F,35,working,tradeandmoto,15 to 30 min,586137,-571786,-1.20067e+06
29518,M,30,working,construction,less than 15min,586137,-571786,-1.20067e+06
29519,F,53,working,publicsector,not commuting,586137,-571786,-1.20067e+06
29520,M,57,at home,undef,not commuting,586137,-571786,-1.20067e+06
29521,F,1,at home,undef,not commuting,586137,-571786,-1.20067e+06
29522,F,0,at home,undef,not commuting,586137,-571754,-1.20169e+06
29523,F,30,working,industry,less than 15min,586137,-571754,-1.20169e+06
29524,M,31,working,industry,not commuting,586137,-571754,-1.20169e+06
29525,M,2,at home,undef,not commuting,586137,-571754,-1.20169e+06
29526,M,66,retired,undef,not commuting,586137,-571694,-1.20191e+06
29527,M,59,working,agriculture,not commuting,586137,-571763,-1.20048e+06
29528,F,55,at home,undef,not commuting,586137,-571763,-1.20048e+06
29529,M,36,working,industry,not commuting,586137,-571763,-1.20048e+06
29530,M,58,working,industry,not commuting,586137,-571174,-1.20138e+06
29531,F,25,working,industry,not commuting,586137,-571174,-1.20138e+06
29532,F,81,retired,undef,not commuting,586137,-571174,-1.20138e+06
29533,M,28,working,construction,not commuting,586137,-571174,-1.20138e+06
29534,M,29,at home,undef,not commuting,586137,-571174,-1.20138e+06
29535,F,51,at home,undef,not commuting,586137,-571174,-1.20138e+06
29536,F,67,retired,undef,not commuting,586137,-571426,-1.20132e+06
29537,M,38,working,industry,less than 15min,586137,-571426,-1.20132e+06
29538,M,66,working,tradeandmoto,not commuting,586137,-571426,-1.20132e+06
29539,F,45,at home,undef,not commuting,586137,-571601,-1.20083e+06
29540,M,18,working,construction,less than 15min,586137,-571601,-1.20083e+06
29541,M,49,working,construction,not commuting,586137,-571601,-1.20083e+06
29542,F,84,retired,undef,not commuting,586137,-571805,-1.20115e+06
29543,F,29,working,industry,15 to 30 min,586137,-571150,-1.2015e+06
29544,M,53,working,publicsector,not commuting,586137,-571150,-1.2015e+06
29545,F,51,working,health,less than 15min,586137,-571150,-1.2015e+06
29546,F,51,at home,undef,not commuting,586137,-571917,-1.20089e+06
29547,M,55,working,education,not commuting,586137,-571917,-1.20089e+06
29548,M,54,working,education,not commuting,586137,-571917,-1.20089e+06
29549,F,77,retired,undef,not commuting,586137,-571917,-1.20089e+06
29550,F,12,student,undef,not commuting,586137,-571917,-1.20089e+06
29551,M,58,at home,undef,not commuting,586137,-571121,-1.20152e+06
29552,F,27,working,construction,less than 15min,586137,-571121,-1.20152e+06
29553,F,57,at home,undef,not commuting,586137,-571121,-1.20152e+06
29554,F,42,working,tradeandmoto,not commuting,586137,-571709,-1.20102e+06
29555,M,14,student,undef,not commuting,586137,-571709,-1.20102e+06
29556,M,48,working,industry,not commuting,586137,-571709,-1.20102e+06
29557,F,61,retired,undef,not commuting,586137,-571249,-1.20151e+06
29558,M,38,working,industry,not commuting,586137,-571249,-1.20151e+06
29559,F,61,retired,undef,not commuting,586161,-565126,-1.1948e+06
29560,M,62,retired,undef,not commuting,586161,-565126,-1.1948e+06
29561,M,29,at home,undef,not commuting,586161,-565907,-1.1956e+06
29562,M,28,at home,undef,not commuting,586161,-565907,-1.1956e+06
29563,F,50,working,publicsector,not commuting,586161,-565810,-1.19505e+06
29564,M,54,at home,undef,not commuting,586161,-565810,-1.19505e+06
29565,F,83,retired,undef,not commuting,586161,-565810,-1.19505e+06
29566,M,43,working,health,less than 15min,586161,-566269,-1.19513e+06
29567,F,19,working,tradeandmoto,15 to 30 min,586161,-566269,-1.19513e+06
29568,F,44,working,industry,not commuting,586161,-566269,-1.19513e+06
29569,M,61,retired,undef,not commuting,586161,-566568,-1.19534e+06
29570,M,64,retired,undef,not commuting,586161,-566568,-1.19534e+06
29571,M,40,working,industry,not commuting,586161,-566170,-1.19517e+06
29572,F,8,student,undef,not commuting,586161,-566170,-1.19517e+06
29573,F,36,at home,undef,not commuting,586161,-566170,-1.19517e+06
29574,F,3,at home,undef,not commuting,586161,-566170,-1.19517e+06
29575,M,42,working,tradeandmoto,15 to 30 min,586161,-566350,-1.19516e+06
29576,M,71,retired,undef,not commuting,586161,-566350,-1.19516e+06
