layer,sublayer,vertex1,vertex2, probability, intensity
20,-1,55040,14409,0.05,0.040797
20,-1,55043,47386,0.05,0.040797
20,-1,55046,40453,0.05,0.040797
20,-1,55048,52990,0.05,0.040797
20,-1,55100,33321,0.05,0.040797
20,-1,55111,7491,0.05,0.040797
20,-1,55128,31228,0.05,0.040797
20,-1,55129,14189,0.05,0.040797
20,-1,55143,20334,0.05,0.040797
20,-1,55155,17956,0.05,0.040797
20,-1,55159,34889,0.05,0.040797
20,-1,55159,29934,0.05,0.040797
20,-1,55159,6341,0.05,0.040797
20,-1,55164,18348,0.05,0.040797
20,-1,55164,8094,0.05,0.040797
20,-1,55167,19482,0.05,0.040797
20,-1,55183,34869,0.05,0.040797
20,-1,55190,41447,0.05,0.040797
20,-1,55197,37740,0.05,0.040797
20,-1,55197,7774,0.05,0.040797
20,-1,55200,13435,0.05,0.040797
20,-1,55248,4078,0.05,0.040797
20,-1,55260,3316,0.05,0.040797
20,-1,55262,28228,0.05,0.040797
20,-1,55295,49011,0.05,0.040797
20,-1,55299,26756,0.05,0.040797
20,-1,55299,22111,0.05,0.040797
20,-1,55313,22163,0.05,0.040797
20,-1,55346,1368,0.05,0.040797
20,-1,55356,29728,0.05,0.040797
20,-1,55358,24901,0.05,0.040797
20,-1,55358,8700,0.05,0.040797
20,-1,55384,34969,0.05,0.040797
20,-1,55386,19563,0.05,0.040797
20,-1,55386,45201,0.05,0.040797
20,-1,55399,42492,0.05,0.040797
20,-1,55401,46267,0.05,0.040797
20,-1,55412,31173,0.05,0.040797
20,-1,55422,40165,0.05,0.040797
20,-1,55428,49871,0.05,0.040797
20,-1,55432,47885,0.05,0.040797
20,-1,55452,33285,0.05,0.040797
20,-1,55472,3887,0.05,0.040797
20,-1,55472,13811,0.05,0.040797
20,-1,55514,38394,0.05,0.040797
20,-1,55528,41587,0.05,0.040797
20,-1,55528,27410,0.05,0.040797
20,-1,55532,12791,0.05,0.040797
20,-1,55553,44284,0.05,0.040797
20,-1,55558,16048,0.05,0.040797
20,-1,55567,14431,0.05,0.040797
20,-1,55567,2700,0.05,0.040797
20,-1,55567,4323,0.05,0.040797
20,-1,55599,27922,0.05,0.040797
20,-1,55599,14455,0.05,0.040797
20,-1,55622,13736,0.05,0.040797
20,-1,55634,27410,0.05,0.040797
20,-1,55634,42412,0.05,0.040797
20,-1,55688,20596,0.05,0.040797
20,-1,55747,4944,0.05,0.040797
20,-1,55747,13996,0.05,0.040797
20,-1,55786,34101,0.05,0.040797
20,-1,55786,27585,0.05,0.040797
20,-1,55786,1292,0.05,0.040797
20,-1,55795,55346,0.05,0.040797
20,-1,55842,5873,0.05,0.040797
20,-1,55848,30960,0.05,0.040797
20,-1,55862,50844,0.05,0.040797
20,-1,55876,7056,0.05,0.040797
20,-1,55887,27272,0.05,0.040797
20,-1,55888,7963,0.05,0.040797
20,-1,55888,15974,0.05,0.040797
20,-1,55897,23622,0.05,0.040797
20,-1,55905,24274,0.05,0.040797
20,-1,55915,3148,0.05,0.040797
20,-1,55922,48530,0.05,0.040797
20,-1,55969,42871,0.05,0.040797
20,-1,55969,35043,0.05,0.040797
20,-1,55969,34457,0.05,0.040797
20,-1,55970,5929,0.05,0.040797
20,-1,55978,53030,0.05,0.040797
20,-1,56015,54345,0.05,0.040797
20,-1,56023,13539,0.05,0.040797
20,-1,56028,34342,0.05,0.040797
20,-1,56028,20400,0.05,0.040797
20,-1,56028,40685,0.05,0.040797
20,-1,56063,46042,0.05,0.040797
20,-1,56065,34390,0.05,0.040797
20,-1,56091,6723,0.05,0.040797
21,15893,28,47099,0.05,0.0679951
21,15893,28,47100,0.05,0.0679951
21,13210,29,35298,0.05,0.0679951
21,15423,64,44382,0.05,0.0679951
21,15423,64,44383,0.05,0.0679951
21,13312,94,36106,0.05,0.0679951
21,13312,94,36108,0.05,0.0679951
21,5777,138,15585,0.05,0.0679951
21,2768,260,11346,0.05,0.0679951
21,13663,267,37064,0.05,0.0679951
21,13663,267,37066,0.05,0.0679951
21,16434,293,48947,0.05,0.0679951
21,15878,378,49080,0.05,0.0679951
21,11344,394,27851,0.05,0.0679951
21,16582,446,49083,0.05,0.0679951
21,13261,490,34022,0.05,0.0679951
21,9952,494,23543,0.05,0.0679951
21,9952,494,23545,0.05,0.0679951
21,14920,497,42152,0.05,0.0679951
21,7913,508,20000,0.05,0.0679951
21,7913,508,20001,0.05,0.0679951
21,12949,528,33939,0.05,0.0679951
21,12949,528,33940,0.05,0.0679951
21,13419,528,35786,0.05,0.0679951
21,13419,528,35788,0.05,0.0679951
21,10078,566,2685,0.05,0.0679951
21,10078,566,2686,0.05,0.0679951
21,7550,576,9214,0.05,0.0679951
21,11926,600,30853,0.05,0.0679951
21,16574,604,47182,0.05,0.0679951
21,11525,626,26737,0.05,0.0679951
21,2243,636,20770,0.05,0.0679951
21,2243,636,20772,0.05,0.0679951
21,6772,640,19462,0.05,0.0679951
21,6772,640,19463,0.05,0.0679951
21,971,667,18314,0.05,0.0679951
21,1847,668,2064,0.05,0.0679951
21,16490,678,47834,0.05,0.0679951
21,11956,682,33726,0.05,0.0679951
21,3823,712,23717,0.05,0.0679951
21,14240,722,38064,0.05,0.0679951
21,16176,726,46772,0.05,0.0679951
21,16176,726,46773,0.05,0.0679951
21,3447,760,20811,0.05,0.0679951
21,13788,817,38285,0.05,0.0679951
21,13788,817,38288,0.05,0.0679951
21,16625,820,53704,0.05,0.0679951
21,11242,866,26601,0.05,0.0679951
21,15081,866,43377,0.05,0.0679951
21,15846,940,46299,0.05,0.0679951
21,11993,986,35172,0.05,0.0679951
21,11993,986,35173,0.05,0.0679951
21,11993,986,35174,0.05,0.0679951
21,12949,1018,33939,0.05,0.0679951
21,12949,1018,33940,0.05,0.0679951
21,14816,1053,43259,0.05,0.0679951
21,3624,1063,721,0.05,0.0679951
21,3624,1063,722,0.05,0.0679951
21,14925,1103,40818,0.05,0.0679951
21,12902,1113,33110,0.05,0.0679951
21,12902,1113,33111,0.05,0.0679951
21,4442,1156,14218,0.05,0.0679951
21,10932,1162,25914,0.05,0.0679951
21,12134,1172,32315,0.05,0.0679951
21,12134,1172,32316,0.05,0.0679951
21,12134,1172,32318,0.05,0.0679951
21,17700,1287,54886,0.05,0.0679951
21,11589,1299,28477,0.05,0.0679951
21,12433,1308,30448,0.05,0.0679951
21,17005,1315,52634,0.05,0.0679951
21,11332,1315,27035,0.05,0.0679951
21,15962,1326,50338,0.05,0.0679951
21,15962,1326,50339,0.05,0.0679951
21,11993,1340,30463,0.05,0.0679951
21,1727,1368,16996,0.05,0.0679951
21,15229,1372,41489,0.05,0.0679951
21,9582,1389,20781,0.05,0.0679951
21,9582,1389,20784,0.05,0.0679951
21,12760,1418,35209,0.05,0.0679951
21,17787,1421,55295,0.05,0.0679951
21,11434,1424,27231,0.05,0.0679951
21,10527,1451,23748,0.05,0.0679951
21,16971,1464,53611,0.05,0.0679951
21,15115,1477,41765,0.05,0.0679951
21,15548,1492,44978,0.05,0.0679951
21,11659,1512,27165,0.05,0.0679951
21,478,1545,16343,0.05,0.0679951
21,16675,1571,52453,0.05,0.0679951
21,8704,1612,12663,0.05,0.0679951
21,13972,1612,37314,0.05,0.0679951
21,2360,1672,10969,0.05,0.0679951
21,16835,1749,51051,0.05,0.0679951
21,16835,1749,51052,0.05,0.0679951
21,5832,1797,17306,0.05,0.0679951
21,14036,1836,36224,0.05,0.0679951
21,7840,1853,2914,0.05,0.0679951
21,13246,1860,33902,0.05,0.0679951
21,16272,1895,47531,0.05,0.0679951
21,16272,1895,47533,0.05,0.0679951
21,17398,1907,54247,0.05,0.0679951
21,13052,1920,33922,0.05,0.0679951
21,11649,1924,28969,0.05,0.0679951
21,13407,1924,36032,0.05,0.0679951
21,14272,2013,38278,0.05,0.0679951
21,17009,2022,51745,0.05,0.0679951
21,11975,2064,33749,0.05,0.0679951
21,8154,2096,13889,0.05,0.0679951
21,12510,2096,31735,0.05,0.0679951
21,15035,2099,41327,0.05,0.0679951
21,12663,2120,30673,0.05,0.0679951
21,13739,2121,36901,0.05,0.0679951
21,13739,2121,36902,0.05,0.0679951
21,13463,2174,36875,0.05,0.0679951
21,13463,2174,36880,0.05,0.0679951
21,1741,2198,4331,0.05,0.0679951
21,9284,2281,12240,0.05,0.0679951
21,9284,2281,12241,0.05,0.0679951
21,9284,2281,12242,0.05,0.0679951
21,10684,2442,9693,0.05,0.0679951
21,10684,2442,9694,0.05,0.0679951
21,16858,2467,53592,0.05,0.0679951
21,11993,2483,30463,0.05,0.0679951
21,15281,2645,43012,0.05,0.0679951
21,15281,2645,43013,0.05,0.0679951
21,10419,2693,19216,0.05,0.0679951
21,16635,2711,52656,0.05,0.0679951
21,13011,2733,35429,0.05,0.0679951
21,17634,2733,55545,0.05,0.0679951
21,16845,2751,50609,0.05,0.0679951
21,16845,2751,50611,0.05,0.0679951
21,15789,2757,45223,0.05,0.0679951
21,12051,2763,32587,0.05,0.0679951
21,12051,2763,32593,0.05,0.0679951
21,14379,2786,36512,0.05,0.0679951
21,12115,2795,34541,0.05,0.0679951
21,12115,2795,34542,0.05,0.0679951
21,12115,2795,34544,0.05,0.0679951
21,14990,2803,41823,0.05,0.0679951
21,11200,2859,24419,0.05,0.0679951
21,16989,2957,51539,0.05,0.0679951
21,16503,3038,46775,0.05,0.0679951
21,16503,3038,46778,0.05,0.0679951
21,16503,3038,46779,0.05,0.0679951
21,15082,3086,42937,0.05,0.0679951
21,6981,3141,957,0.05,0.0679951
21,13407,3151,36032,0.05,0.0679951
21,11489,3216,28406,0.05,0.0679951
21,11489,3216,28408,0.05,0.0679951
21,10062,3234,12902,0.05,0.0679951
21,10062,3234,12903,0.05,0.0679951
21,5721,3414,7888,0.05,0.0679951
21,14850,3431,41174,0.05,0.0679951
21,16602,3466,47885,0.05,0.0679951
21,6106,3534,17860,0.05,0.0679951
21,13509,3551,37748,0.05,0.0679951
21,1990,3639,1999,0.05,0.0679951
21,9795,3682,13329,0.05,0.0679951
21,8027,3682,23089,0.05,0.0679951
21,8027,3682,23091,0.05,0.0679951
21,8027,3682,23094,0.05,0.0679951
21,16646,3700,51705,0.05,0.0679951
21,16646,3700,51707,0.05,0.0679951
21,17710,3721,55100,0.05,0.0679951
21,16622,3730,51143,0.05,0.0679951
21,839,3765,13816,0.05,0.0679951
21,6625,3818,22864,0.05,0.0679951
21,6625,3818,22866,0.05,0.0679951
21,11136,3868,26171,0.05,0.0679951
21,12571,3875,33589,0.05,0.0679951
21,15386,3899,43621,0.05,0.0679951
21,16445,3907,46904,0.05,0.0679951
21,9168,3934,23753,0.05,0.0679951
21,13570,3934,36761,0.05,0.0679951
21,13246,4007,33902,0.05,0.0679951
21,16564,4019,48331,0.05,0.0679951
21,17445,4026,53983,0.05,0.0679951
21,17445,4026,53984,0.05,0.0679951
21,15531,4026,45298,0.05,0.0679951
21,16373,4104,47806,0.05,0.0679951
21,15210,4168,40937,0.05,0.0679951
21,11325,4172,29541,0.05,0.0679951
21,11418,4195,27220,0.05,0.0679951
21,410,4205,20901,0.05,0.0679951
21,12115,4215,33507,0.05,0.0679951
21,13788,4226,38285,0.05,0.0679951
21,13788,4226,38288,0.05,0.0679951
21,14938,4245,43672,0.05,0.0679951
21,10925,4284,26486,0.05,0.0679951
21,3157,4287,14506,0.05,0.0679951
21,13238,4356,33139,0.05,0.0679951
21,13238,4356,33141,0.05,0.0679951
21,16676,4358,52093,0.05,0.0679951
21,13736,4394,36769,0.05,0.0679951
21,13736,4394,36771,0.05,0.0679951
21,11308,4452,28862,0.05,0.0679951
21,2768,4550,11346,0.05,0.0679951
21,13161,4580,30073,0.05,0.0679951
21,6981,4585,957,0.05,0.0679951
21,5696,4617,13514,0.05,0.0679951
21,14929,4617,41792,0.05,0.0679951
21,14800,4622,39564,0.05,0.0679951
21,16635,4624,51916,0.05,0.0679951
21,17226,4635,52608,0.05,0.0679951
21,15845,4667,45416,0.05,0.0679951
21,14666,4696,40549,0.05,0.0679951
21,16943,4817,51459,0.05,0.0679951
21,5114,4865,11340,0.05,0.0679951
21,5114,4865,11344,0.05,0.0679951
21,10665,4869,23767,0.05,0.0679951
21,15618,4882,45241,0.05,0.0679951
21,5590,4882,20108,0.05,0.0679951
21,5590,4882,20109,0.05,0.0679951
21,5590,4882,20110,0.05,0.0679951
21,15157,5025,43412,0.05,0.0679951
21,15157,5025,43415,0.05,0.0679951
21,17019,5025,51201,0.05,0.0679951
21,17710,5121,55100,0.05,0.0679951
21,14839,5154,42193,0.05,0.0679951
21,12005,5170,31773,0.05,0.0679951
21,11483,5170,28062,0.05,0.0679951
21,17267,5176,50523,0.05,0.0679951
21,13916,5210,36730,0.05,0.0679951
21,7607,5241,22938,0.05,0.0679951
21,7607,5241,22939,0.05,0.0679951
21,7607,5241,22945,0.05,0.0679951
21,11200,5250,24419,0.05,0.0679951
21,12706,5285,31900,0.05,0.0679951
21,11093,5285,26511,0.05,0.0679951
21,17459,5345,54361,0.05,0.0679951
21,1897,5368,7451,0.05,0.0679951
21,2523,5386,2911,0.05,0.0679951
21,14919,5430,42982,0.05,0.0679951
21,11308,5439,28862,0.05,0.0679951
21,7814,5439,3431,0.05,0.0679951
21,12014,5457,35156,0.05,0.0679951
21,12014,5457,35162,0.05,0.0679951
21,8086,5464,21010,0.05,0.0679951
21,5086,5464,15337,0.05,0.0679951
21,8855,5482,5888,0.05,0.0679951
21,14720,5482,40609,0.05,0.0679951
21,490,5491,17297,0.05,0.0679951
21,4584,5536,11082,0.05,0.0679951
21,15558,5536,45361,0.05,0.0679951
21,16909,5551,53581,0.05,0.0679951
21,1806,5553,16528,0.05,0.0679951
21,14361,5556,36449,0.05,0.0679951
21,4690,5610,13972,0.05,0.0679951
21,17267,5634,50523,0.05,0.0679951
21,17108,5634,52908,0.05,0.0679951
21,6027,5635,16498,0.05,0.0679951
21,6027,5635,16499,0.05,0.0679951
21,29,5641,1368,0.05,0.0679951
21,17621,5678,55386,0.05,0.0679951
21,16498,5678,48666,0.05,0.0679951
21,11657,5678,27330,0.05,0.0679951
21,11517,5691,26742,0.05,0.0679951
21,11517,5691,26743,0.05,0.0679951
21,11517,5691,26744,0.05,0.0679951
21,16503,5704,46775,0.05,0.0679951
21,16503,5704,46778,0.05,0.0679951
21,16503,5704,46779,0.05,0.0679951
21,6639,5704,1676,0.05,0.0679951
21,6639,5704,1679,0.05,0.0679951
21,2010,5705,6932,0.05,0.0679951
21,13956,5716,36189,0.05,0.0679951
21,17224,5733,53100,0.05,0.0679951
21,13019,5752,33433,0.05,0.0679951
21,4143,5835,8297,0.05,0.0679951
21,16717,5897,52262,0.05,0.0679951
21,14974,5946,42055,0.05,0.0679951
21,6287,6011,24111,0.05,0.0679951
21,6287,6011,24112,0.05,0.0679951
21,11090,6014,25825,0.05,0.0679951
21,14913,6031,42984,0.05,0.0679951
21,14913,6031,42986,0.05,0.0679951
21,14913,6031,42987,0.05,0.0679951
21,11344,6044,27851,0.05,0.0679951
21,16456,6098,47272,0.05,0.0679951
21,11835,6171,34588,0.05,0.0679951
21,12627,6193,35018,0.05,0.0679951
21,12627,6193,35020,0.05,0.0679951
21,17595,6222,55471,0.05,0.0679951
21,17595,6222,55472,0.05,0.0679951
21,17595,6222,55476,0.05,0.0679951
21,1353,6234,1136,0.05,0.0679951
21,11308,6246,28862,0.05,0.0679951
21,1321,6342,14651,0.05,0.0679951
21,11657,6344,27330,0.05,0.0679951
21,4584,6420,11082,0.05,0.0679951
21,17548,6566,55200,0.05,0.0679951
21,16645,6588,52241,0.05,0.0679951
21,16645,6588,52242,0.05,0.0679951
21,16645,6588,52245,0.05,0.0679951
21,6222,6605,10414,0.05,0.0679951
21,6222,6605,10416,0.05,0.0679951
21,13876,6623,36268,0.05,0.0679951
21,13876,6623,36270,0.05,0.0679951
21,12433,6665,30448,0.05,0.0679951
21,14791,6735,39833,0.05,0.0679951
21,13304,6769,35825,0.05,0.0679951
21,15877,6778,47350,0.05,0.0679951
21,13011,6794,35429,0.05,0.0679951
21,16120,6837,49211,0.05,0.0679951
21,16120,6837,49212,0.05,0.0679951
21,8451,6914,11950,0.05,0.0679951
21,13019,6921,34606,0.05,0.0679951
21,3379,6934,19304,0.05,0.0679951
21,14666,6975,40626,0.05,0.0679951
21,5120,6979,12197,0.05,0.0679951
21,5120,6979,12201,0.05,0.0679951
21,6222,7023,10414,0.05,0.0679951
21,6222,7023,10416,0.05,0.0679951
21,5951,7039,18143,0.05,0.0679951
21,5951,7039,18144,0.05,0.0679951
21,12051,7180,32587,0.05,0.0679951
21,12051,7180,32593,0.05,0.0679951
21,16418,7185,49731,0.05,0.0679951
21,16418,7185,49733,0.05,0.0679951
21,17703,7209,55922,0.05,0.0679951
21,11657,7212,27330,0.05,0.0679951
21,16786,7239,51179,0.05,0.0679951
21,16498,7344,48666,0.05,0.0679951
21,12076,7344,32386,0.05,0.0679951
21,1667,7350,13015,0.05,0.0679951
21,1667,7350,13019,0.05,0.0679951
21,10527,7356,23748,0.05,0.0679951
21,17493,7356,54154,0.05,0.0679951
21,17493,7356,54155,0.05,0.0679951
21,8330,7366,15147,0.05,0.0679951
21,16176,7404,48735,0.05,0.0679951
21,13902,7451,36382,0.05,0.0679951
21,17479,7461,54627,0.05,0.0679951
21,13509,7516,37748,0.05,0.0679951
21,13015,7538,34838,0.05,0.0679951
21,13015,7538,34840,0.05,0.0679951
21,9168,7565,23753,0.05,0.0679951
21,16955,7599,51501,0.05,0.0679951
21,11057,7603,26576,0.05,0.0679951
21,13509,7607,37748,0.05,0.0679951
21,1990,7613,1999,0.05,0.0679951
21,16909,7652,53581,0.05,0.0679951
21,11504,7656,26729,0.05,0.0679951
21,17564,7661,56015,0.05,0.0679951
21,16645,7727,52241,0.05,0.0679951
21,16645,7727,52242,0.05,0.0679951
21,16645,7727,52245,0.05,0.0679951
21,497,7774,6502,0.05,0.0679951
21,14800,7802,40479,0.05,0.0679951
21,5457,7808,20461,0.05,0.0679951
21,9968,7841,14659,0.05,0.0679951
21,9968,7841,14661,0.05,0.0679951
21,9968,7841,14662,0.05,0.0679951
21,15212,7937,42606,0.05,0.0679951
21,164,7994,12298,0.05,0.0679951
21,13407,7999,36032,0.05,0.0679951
21,17009,8017,51745,0.05,0.0679951
21,15201,8027,41116,0.05,0.0679951
21,11418,8047,27220,0.05,0.0679951
21,12115,8119,33507,0.05,0.0679951
21,11614,8147,29533,0.05,0.0679951
21,11614,8147,29534,0.05,0.0679951
21,33,8160,3900,0.05,0.0679951
21,11756,8174,28042,0.05,0.0679951
21,5715,8237,10959,0.05,0.0679951
21,16564,8288,48331,0.05,0.0679951
21,15936,8368,50025,0.05,0.0679951
21,12949,8420,33915,0.05,0.0679951
21,1689,8440,16268,0.05,0.0679951
21,9257,8445,11834,0.05,0.0679951
21,9257,8445,11835,0.05,0.0679951
21,14925,8451,40818,0.05,0.0679951
21,1607,8484,15531,0.05,0.0679951
21,6173,8492,18405,0.05,0.0679951
21,6173,8492,18406,0.05,0.0679951
21,9694,8551,22632,0.05,0.0679951
21,33,8562,3900,0.05,0.0679951
21,16242,8587,49826,0.05,0.0679951
21,16162,8614,46863,0.05,0.0679951
21,1136,8623,22076,0.05,0.0679951
21,1136,8623,22077,0.05,0.0679951
21,1136,8623,22078,0.05,0.0679951
21,11247,8634,25500,0.05,0.0679951
21,4060,8895,16993,0.05,0.0679951
21,9014,8900,7841,0.05,0.0679951
21,15141,8908,44169,0.05,0.0679951
21,1555,8916,19856,0.05,0.0679951
21,16675,8918,52453,0.05,0.0679951
21,6246,9014,21106,0.05,0.0679951
21,1328,9039,10444,0.05,0.0679951
21,1328,9039,10445,0.05,0.0679951
21,1328,9039,10446,0.05,0.0679951
21,12204,9044,30395,0.05,0.0679951
21,11589,9045,26912,0.05,0.0679951
21,14619,9171,39049,0.05,0.0679951
21,11537,9298,27983,0.05,0.0679951
21,11537,9298,27984,0.05,0.0679951
21,13739,9303,36901,0.05,0.0679951
21,13739,9303,36902,0.05,0.0679951
21,16676,9329,53016,0.05,0.0679951
21,16676,9329,53017,0.05,0.0679951
21,17142,9337,50592,0.05,0.0679951
21,14036,9414,36224,0.05,0.0679951
21,9746,9469,21097,0.05,0.0679951
21,12419,9506,34386,0.05,0.0679951
21,6573,9509,24065,0.05,0.0679951
21,10932,9509,25914,0.05,0.0679951
21,11346,9552,29434,0.05,0.0679951
21,8077,9566,11418,0.05,0.0679951
21,16515,9566,48500,0.05,0.0679951
21,14582,9598,39939,0.05,0.0679951
21,13480,9611,36629,0.05,0.0679951
21,13509,9706,37748,0.05,0.0679951
21,11239,9745,26346,0.05,0.0679951
21,3345,9795,9005,0.05,0.0679951
21,8027,9807,23089,0.05,0.0679951
21,8027,9807,23091,0.05,0.0679951
21,8027,9807,23094,0.05,0.0679951
21,497,9807,6502,0.05,0.0679951
21,13419,9850,35786,0.05,0.0679951
21,13419,9850,35788,0.05,0.0679951
21,14178,9856,36959,0.05,0.0679951
21,14178,9856,36960,0.05,0.0679951
21,14178,9856,36961,0.05,0.0679951
21,11616,9878,26861,0.05,0.0679951
21,8702,9886,17342,0.05,0.0679951
21,7565,9925,11283,0.05,0.0679951
21,15877,9925,47350,0.05,0.0679951
21,3447,9948,20811,0.05,0.0679951
21,16456,9952,47272,0.05,0.0679951
21,14069,9960,38499,0.05,0.0679951
21,14791,9960,38941,0.05,0.0679951
21,1926,9968,3935,0.05,0.0679951
21,1926,9968,3937,0.05,0.0679951
21,17459,9979,54361,0.05,0.0679951
21,5594,9984,5271,0.05,0.0679951
21,16162,9998,46863,0.05,0.0679951
21,9257,10000,11834,0.05,0.0679951
21,9257,10000,11835,0.05,0.0679951
21,17010,10000,51303,0.05,0.0679951
21,2800,10047,17524,0.05,0.0679951
21,15985,10062,47887,0.05,0.0679951
21,9841,10089,2840,0.05,0.0679951
21,15084,10120,43027,0.05,0.0679951
21,15084,10120,43030,0.05,0.0679951
21,16242,10120,48451,0.05,0.0679951
21,3660,10123,18857,0.05,0.0679951
21,3660,10123,18858,0.05,0.0679951
21,4817,10125,4421,0.05,0.0679951
21,4817,10125,4422,0.05,0.0679951
21,8586,10205,16720,0.05,0.0679951
21,16047,10221,46560,0.05,0.0679951
21,6081,10344,2775,0.05,0.0679951
21,16434,10353,48947,0.05,0.0679951
21,15046,10399,42297,0.05,0.0679951
21,7112,10404,15962,0.05,0.0679951
21,8478,10528,13749,0.05,0.0679951
21,14036,10609,36224,0.05,0.0679951
21,16514,10677,47171,0.05,0.0679951
21,16514,10677,47172,0.05,0.0679951
21,17703,10684,55922,0.05,0.0679951
21,16626,10696,51371,0.05,0.0679951
21,11441,10715,27360,0.05,0.0679951
21,16263,10782,47076,0.05,0.0679951
21,17019,10821,51201,0.05,0.0679951
21,16303,10832,50390,0.05,0.0679951
21,1806,10858,16528,0.05,0.0679951
21,2229,10869,6412,0.05,0.0679951
21,2229,10869,6414,0.05,0.0679951
21,817,10881,4776,0.05,0.0679951
21,3330,10969,5188,0.05,0.0679951
21,3330,10969,5189,0.05,0.0679951
21,3330,10969,5190,0.05,0.0679951
21,12869,10980,31050,0.05,0.0679951
21,14582,10999,39939,0.05,0.0679951
21,6106,11102,17860,0.05,0.0679951
21,15527,11131,44639,0.05,0.0679951
21,11242,11134,26601,0.05,0.0679951
21,17587,11148,55245,0.05,0.0679951
21,17587,11148,55247,0.05,0.0679951
21,16717,11148,52262,0.05,0.0679951
21,5092,11165,19349,0.05,0.0679951
21,10980,11258,26243,0.05,0.0679951
21,10980,11258,26244,0.05,0.0679951
21,15878,11260,49080,0.05,0.0679951
21,4300,11283,13736,0.05,0.0679951
21,4300,11283,13739,0.05,0.0679951
21,16203,11302,48003,0.05,0.0679951
21,15908,11308,46720,0.05,0.0679951
21,12949,11375,33915,0.05,0.0679951
21,2184,11414,16676,0.05,0.0679951
21,2184,11414,16677,0.05,0.0679951
21,15213,11434,41861,0.05,0.0679951
21,11560,11441,29553,0.05,0.0679951
21,17398,11468,54247,0.05,0.0679951
21,16242,11493,48451,0.05,0.0679951
21,11022,11502,26242,0.05,0.0679951
21,13295,11537,30767,0.05,0.0679951
21,17019,11611,51201,0.05,0.0679951
21,17481,11616,54827,0.05,0.0679951
21,17481,11616,54830,0.05,0.0679951
21,10925,11627,26486,0.05,0.0679951
21,11364,11654,26910,0.05,0.0679951
21,10158,11661,12462,0.05,0.0679951
21,17634,11686,55545,0.05,0.0679951
21,11395,11760,28870,0.05,0.0679951
21,10623,11772,10837,0.05,0.0679951
21,14240,11777,38064,0.05,0.0679951
21,16086,11913,48260,0.05,0.0679951
21,5255,11926,2321,0.05,0.0679951
21,16383,11975,47776,0.05,0.0679951
21,16383,11975,47780,0.05,0.0679951
21,16383,11975,47781,0.05,0.0679951
21,11262,11986,25546,0.05,0.0679951
21,11956,11996,33726,0.05,0.0679951
21,9746,11996,21097,0.05,0.0679951
21,15473,12021,44296,0.05,0.0679951
21,15473,12021,44299,0.05,0.0679951
21,17513,12075,54640,0.05,0.0679951
21,12921,12083,32472,0.05,0.0679951
21,1063,12087,24114,0.05,0.0679951
21,11165,12087,26097,0.05,0.0679951
21,16176,12099,48735,0.05,0.0679951
21,14404,12110,38509,0.05,0.0679951
21,13739,12117,36901,0.05,0.0679951
21,13739,12117,36902,0.05,0.0679951
21,11308,12142,28862,0.05,0.0679951
21,13663,12197,37064,0.05,0.0679951
21,13663,12197,37066,0.05,0.0679951
21,11081,12211,24466,0.05,0.0679951
21,15936,12217,50025,0.05,0.0679951
21,11410,12232,28912,0.05,0.0679951
21,15307,12250,43059,0.05,0.0679951
21,11395,12298,28870,0.05,0.0679951
21,11410,12311,28912,0.05,0.0679951
21,6979,12483,13675,0.05,0.0679951
21,5536,12483,20796,0.05,0.0679951
21,10768,12494,9759,0.05,0.0679951
21,15922,12497,50088,0.05,0.0679951
21,16310,12515,47632,0.05,0.0679951
21,12617,12582,34987,0.05,0.0679951
21,13011,12586,35429,0.05,0.0679951
21,5611,12591,5624,0.05,0.0679951
21,10549,12620,19390,0.05,0.0679951
21,16989,12635,51539,0.05,0.0679951
21,13663,12635,37064,0.05,0.0679951
21,13663,12635,37066,0.05,0.0679951
21,14012,12663,38717,0.05,0.0679951
21,14012,12663,38718,0.05,0.0679951
21,5189,12706,2259,0.05,0.0679951
21,12921,12735,30701,0.05,0.0679951
21,12921,12735,30702,0.05,0.0679951
21,13111,12738,33020,0.05,0.0679951
21,13111,12738,33021,0.05,0.0679951
21,11996,12776,31255,0.05,0.0679951
21,11996,12776,31260,0.05,0.0679951
21,5071,12791,177,0.05,0.0679951
21,3701,12803,8094,0.05,0.0679951
21,11999,12839,31067,0.05,0.0679951
21,10032,12844,21422,0.05,0.0679951
21,7881,12844,15834,0.05,0.0679951
21,7311,12868,21764,0.05,0.0679951
21,13407,12902,36032,0.05,0.0679951
21,11657,12903,27330,0.05,0.0679951
21,6419,12913,20835,0.05,0.0679951
21,16343,12921,50463,0.05,0.0679951
21,16343,12921,50465,0.05,0.0679951
21,15201,12963,41116,0.05,0.0679951
21,14666,13015,40549,0.05,0.0679951
21,6332,13078,15646,0.05,0.0679951
21,14404,13107,38509,0.05,0.0679951
21,12510,13117,31735,0.05,0.0679951
21,11657,13162,27330,0.05,0.0679951
21,16621,13177,53235,0.05,0.0679951
21,16621,13177,53236,0.05,0.0679951
21,11654,13225,29473,0.05,0.0679951
21,11535,13244,26948,0.05,0.0679951
21,11418,13283,27220,0.05,0.0679951
21,14943,13312,42996,0.05,0.0679951
21,14943,13312,42999,0.05,0.0679951
21,7524,13371,5075,0.05,0.0679951
21,7881,13454,15834,0.05,0.0679951
21,10879,13454,26248,0.05,0.0679951
21,14640,13514,39576,0.05,0.0679951
21,3000,13527,9284,0.05,0.0679951
